customer_id,satisfaction_score,num_complaints_12m,support_tickets_12m,payment_score,late_payments_12m
c3bed7fd4a63db02,10.0,0,1,300,0
66ed13448f78057b,6.1,0,1,300,0
3a2bb5828084c106,8.7,0,2,300,0
594fb571aec6ef86,10.0,0,3,300,0
0fb224a91de7fb5b,9.3,0,1,300,0
06b5270c3238362f,9.3,0,3,300,0
6889d7dfc9be00ff,6.8,1,4,300,0
d29ed61b989575ca,9.1,0,2,300,0
c021dd83812c4e8f,8.9,0,3,300,0
7f637a28dc6a35a8,10.0,0,5,300,0
ef0eccf4ee8e4eee,6.3,0,1,300,0
00c8eb602ca07505,10.0,0,3,300,0
8ba400400af6e98a,7.4,3,4,300,0
0abbf32476d1ec0d,8.2,0,0,300,0
0c9e19be66462560,9.2,0,3,300,0
4d404680cb3102f4,3.3,3,7,300,1
4ee9037dc4fa8870,7.8,1,5,300,0
e7d1a1038365425f,6.7,1,2,300,0
4eaedb4cac20817a,9.2,1,1,300,0
f430ce0ff745ad72,10.0,0,0,300,0
bbce839de493d26e,7.4,0,4,300,0
bd5c35142706d5a9,9.2,0,2,300,0
3f7b30a293f75aa6,9.3,1,1,300,0
f45fbbb952151b69,7.9,1,2,300,0
7c9aca82f2f2d9d3,7.0,0,1,300,0
966ed9640d83281d,10.0,0,0,300,0
41b92410cb27bdc0,9.9,0,3,300,0
05dd179b1b785652,9.1,0,3,300,0
1e8b0a3ad986fe62,7.2,0,6,300,0
06fd3451f76566c1,7.2,1,4,300,0
922d0dec1f048950,9.7,1,4,300,0
40782170a4ceef91,7.5,1,2,300,0
beba99b50a0cdb18,9.7,0,4,300,0
e3b85f403916098b,8.3,0,1,300,0
6091e4c7ad0254be,8.7,0,0,300,0
93b707ba610d675c,7.0,3,4,300,0
9c0f03c4c5272490,6.8,0,2,300,0
a3e098fbbecf29fb,7.6,1,3,300,0
969e48e3f2f5b122,9.0,1,5,300,0
5bc28426c2a49bee,6.5,2,4,300,0
b21b0edc0a1e1569,7.1,1,3,300,0
be6bbfb542bc3fce,5.5,1,6,300,1
a5feeec56c2ea862,8.7,0,1,300,0
972f8b223eec9c78,8.2,0,0,300,0
aa3839c8e01f3ff8,7.4,0,2,300,0
afac2075b097112a,8.8,1,2,300,0
98e0e6a54484a066,7.8,1,4,300,0
c801e397e94fe215,9.8,0,4,300,0
312a868130472c03,10.0,0,0,300,0
0ff5b68dc15d2f28,8.1,0,1,300,0
7efb5b0a3a3e6e63,7.5,0,3,300,0
ae3c96b3fadf1a11,10.0,0,1,300,0
f4a9696846955b01,7.6,3,4,300,0
80e0e72988f6ff41,5.6,2,3,300,1
421b6dffab174887,9.0,0,4,300,0
de2f549f50b81451,9.3,1,3,300,0
29ca721dd5a0dd0f,10.0,1,2,300,0
4dfefc1a1e6abad2,7.2,0,3,300,0
e540320e6d572304,9.8,0,1,300,0
f4bdd119019e20b9,8.3,0,3,300,0
88d4e7e9efa83f0f,9.2,0,2,300,0
9f609a5085cf0df2,9.2,0,4,300,0
608e0c062f19a18e,5.7,1,3,300,0
4a492b5599051c54,9.5,1,5,300,0
37b3c90bdde30b65,9.6,0,1,300,0
36ddcc4fd592c185,9.0,0,0,300,0
556a1dea0452c6a1,8.5,1,2,300,0
e9e1dbf7c917bc0e,6.7,2,4,300,0
c61a22ee630facd3,10.0,0,5,300,0
b181d8f7d33ca031,5.5,0,1,300,0
3d10a05ed72c67a1,7.8,3,8,300,0
48c7d1f263857abb,10.0,0,5,300,0
26b610dabefedcb4,3.6,2,4,300,0
3efc2011745eaf83,6.6,0,1,300,0
25865a1d7d1b5e17,4.3,2,6,300,0
852ce8c4a6cd50fa,7.3,0,2,300,0
4692d72c24b5ccdb,8.3,0,2,300,0
b6f20ac367cd0a9a,7.9,0,4,300,0
e0073924ac9cc559,8.2,0,2,300,0
551a3ff6d230db36,9.6,0,1,300,0
9ccc168bd9d17832,7.8,2,6,300,0
0e52fe8d0c1330f3,8.5,1,4,300,0
078890bc9cfe36ab,7.8,2,7,300,0
1a50c8cc6cf0250d,8.1,0,4,300,0
17db1bab7bfc5cda,8.4,1,4,300,0
578e60e3d5ea5f84,10.0,0,1,300,0
0d948130528d68f1,8.8,1,2,300,0
cecb0e2361db767c,7.2,0,3,300,0
a583b7fb78095bbc,7.7,0,2,300,0
02444a0e94bf5cb4,7.4,0,4,300,0
bab5abb3558e50b5,8.9,2,4,300,0
c91bacd6a30aa469,9.5,0,1,300,0
bf48e7373f32cceb,7.2,0,3,300,0
070707d13f017b3b,6.4,1,3,300,1
8e785a0cf440e506,7.6,1,2,300,0
86fb371c8cfa0ae5,5.5,2,4,300,0
456552f2836521f6,5.8,2,4,300,0
a10a26df490257ce,9.3,0,4,300,0
81779d35b9b222b1,8.6,1,4,300,0
8573f0f0649f3bf4,8.0,0,1,300,0
3b228c035f9aecaa,5.8,2,2,300,0
375ed28e27e80876,6.9,2,5,300,0
afa89c88ef1414eb,10.0,0,1,300,0
6353d82bf503f2c0,8.1,0,1,300,0
63a84b28fad4ef93,8.6,0,1,300,0
02a63ffa0ada161c,7.6,1,1,300,0
d94339c41935a735,8.1,2,3,300,0
7800c9377a73041b,10.0,0,1,300,0
68ed82beb8916387,9.2,0,2,300,0
280e1a9c2a20c1d4,6.5,1,4,300,0
ed23871c3726d3ac,7.9,0,3,300,0
62206b36783a6029,8.6,0,2,300,0
aba32a2cf4171a25,7.4,1,2,300,0
8310600479b451c4,9.0,0,3,300,0
52523eeb20952ca3,7.4,2,4,300,0
f0917e4bac8d8ef5,8.6,1,5,300,0
d6c9561d92fd0f13,8.0,2,4,300,0
cb9bdf4f85088c16,7.4,0,3,300,0
d7b577bb0c3fa025,7.4,1,2,300,0
d16e1d95f8c69201,7.4,3,6,300,0
4bee5ca54629c196,8.4,0,2,300,0
b53aef260b7cc3cd,6.8,0,2,300,0
979e29ad5cab4855,10.0,0,2,300,0
c538bbb01424059c,7.6,2,5,300,0
e1fff2dda522b794,9.6,0,2,300,0
1c659901e95c26c1,7.0,3,5,300,0
85c28e1d59de216e,8.9,0,1,300,0
ebaa2bf4818336c2,9.9,0,0,300,0
85d2d906e134b10b,6.4,3,5,300,0
f3353a4deab01cfc,9.0,1,2,300,0
4e3fbd76d0dd5cd9,8.3,3,3,300,0
00c640501c8e0017,8.0,1,2,300,0
66746220e63aa6a1,10.0,0,4,300,0
40346e9f8656a445,7.7,1,3,300,0
5b16b9336df89934,9.8,1,3,300,0
7152052fe4f8d0d0,7.7,1,2,300,0
01f7c985aeeff586,7.5,2,5,300,0
c0170409aa7f7457,7.1,2,3,300,0
b73f9e77bcd1c67b,9.6,0,3,300,0
f446e7115b49ba30,7.9,1,5,300,0
5dda9f210c61f628,8.9,1,3,300,0
4ec03dd509225831,8.8,0,1,300,0
06504526ab1e1606,7.1,0,3,300,0
6c0923b8f57fa3ad,5.7,0,2,300,0
2f554980956be0c8,8.4,1,2,300,0
59e101fa7bdc7465,9.3,0,2,300,0
9bd2ec8246b7d2e5,9.2,0,5,300,0
b7bf1521408f5c85,8.6,0,4,300,0
b1ef0aeadfe86bf0,9.1,0,2,300,0
c07de4f31c0738ed,9.5,0,2,300,0
95a070a305cece45,7.5,1,3,300,0
38e6f1775b43fc16,10.0,0,1,300,0
f1b28d78d478f26e,7.4,0,2,300,0
bf44e800e7b61bd0,9.7,0,1,300,0
3c54ff3612e88d4e,8.9,1,1,300,0
75317f89aa6bfce8,8.9,0,2,300,0
f541832bca6b931c,7.4,1,1,300,0
f1bc96c2fbf78c9d,5.9,2,5,300,0
34e08cde0e409a02,10.0,0,3,300,0
2d2a2d1b5c9c59ba,9.7,0,2,300,0
b306cc9c663a5e02,7.7,0,2,300,0
f8c6922ef5a8662d,5.7,4,6,300,0
e3e1528f4410d4cf,10.0,0,2,300,0
9887c9ef445c5a82,7.7,1,3,300,0
a999390ddbe28d6f,7.7,1,2,300,0
832d0183a74e5ea1,8.9,0,2,300,0
1c3f11f07baa53eb,8.6,0,2,300,0
467a82b4e3f04ec9,7.7,0,4,300,0
5485c54384e31caf,9.4,0,2,300,0
8bb7a41f6070b5ed,8.1,1,5,300,0
c22bcd8f26c3dec9,9.8,0,1,300,0
c82c1a13d3e713b8,6.0,1,2,300,0
2eee9c1ea255a097,4.9,1,3,300,0
5bc39aeadf946328,9.6,0,3,300,0
074c3c4329ad1676,10.0,1,3,300,0
88f7b20482f5c395,9.7,0,1,300,0
b2b35264721cbc72,7.0,0,2,300,0
fef9d820bee0d9a4,7.6,1,6,300,0
8c837d2d081e89ac,8.5,1,4,300,0
456194fa5e92821d,7.1,2,5,300,0
688f3f597d3a46c2,9.0,0,1,300,0
83f13158b41dd960,6.3,1,4,300,0
77103ff5075e8742,8.6,0,0,300,0
793d2d4897cab14b,9.2,0,1,300,0
94e7666026104260,6.4,2,2,300,0
c93bbba9d7650bf3,7.9,0,1,300,0
6604e86ac545d39e,6.1,1,4,300,0
81da7760b303b082,6.2,2,3,300,0
14f7c773e56bdee4,10.0,0,1,300,0
5ae90c72e7cea694,10.0,0,3,300,0
d9cd32c450027bc4,10.0,0,0,300,0
a920f7653d23958b,7.9,0,2,300,0
1ca2d8cf3cca0064,8.1,2,4,300,0
344d5b5c21644b7d,7.9,2,6,300,0
0b2e4e6360bf1a09,9.0,0,1,300,0
535255179a2c5531,10.0,0,3,300,0
b08769a89089ff09,8.7,2,4,300,0
e0bfcd6fa7ed6011,9.4,0,1,300,0
8298fa5f097010fd,10.0,0,2,300,0
2f92ae4f6159bf70,6.6,0,0,300,0
ff2958a527fa7dce,9.2,0,1,300,0
7f3947fc483703ba,10.0,0,2,300,0
732fa8e152ea15bf,7.7,0,1,300,0
f2b0c1354016d56c,10.0,0,2,300,0
afb5dde523dd8a73,5.1,3,5,300,0
850fa0ceb4bb9bcd,10.0,0,2,300,0
4937e1c40eb0332e,10.0,0,1,300,0
7dcfe4bb922daf3a,9.5,0,2,300,0
f0be3a1b9b8cef67,9.8,0,1,300,0
7d2c1f1c0b4183ff,9.5,0,1,300,0
d71b5b1c0f682ffc,7.2,0,3,300,0
925f119d8d0943a5,10.0,0,0,300,0
88d8f590a3080d86,7.1,0,2,300,0
93b0bceeaaa82ff4,9.5,0,1,300,0
a98d2f5fd553422e,7.3,0,3,300,0
094ca94af42309b4,8.5,2,3,300,0
5932d320b0e1b145,9.8,0,1,300,0
d50490af0be44956,6.9,1,4,300,0
772a5ab592610617,9.1,1,2,300,0
6a4a3d2e5c1c39e6,7.8,0,2,300,0
5b7c9ce29abe20f7,10.0,1,3,300,0
77bc597b5cce6b9d,7.9,0,1,300,0
1f6bc6f1536523e3,6.7,1,2,300,0
860c529ab29b8f6f,7.1,0,2,300,0
1bc15691f172cdbe,6.6,2,5,300,0
e93fe766220af63c,5.9,0,2,300,0
cc6e8bd1f71e4c96,9.0,1,3,300,0
4c0af380162aeccb,7.4,0,3,300,0
6f1794e4b2503b7f,7.5,0,7,300,0
40e3647de5f9ed09,10.0,0,2,300,0
8c7006619c926c67,8.4,0,0,300,0
669647c77bfcdba2,10.0,0,4,300,0
c4967c8f53271b2b,7.9,1,2,300,0
6d5b0ccdc86e0a01,6.6,1,3,300,0
96e81bde8b49c69a,6.9,1,2,300,0
cd0727d9ce4b040d,8.1,0,3,300,0
f64174b73ee285d7,9.4,0,0,300,0
f5e5e895c64ed8f8,8.6,1,5,300,0
14961cba003065be,6.2,1,3,300,0
d8cd18faa3840fad,9.6,0,1,300,0
d7d01fdd616158db,8.7,2,5,300,0
5faab897276499e4,5.0,4,6,300,0
f73c6958ab28284a,10.0,0,3,300,0
1b0a344be12554ab,8.6,0,3,300,0
155c0c1af3e78d0d,9.8,0,0,300,0
43f41b24309fcf8c,8.9,1,2,300,0
09976a5b4de6c985,8.1,0,2,300,0
b264b6aa86700b4f,10.0,0,5,300,0
c26ff7af38fdd9c5,7.3,0,0,300,0
bc39517982ee2484,8.2,1,5,300,0
a835175e9f75e4ba,8.4,0,0,300,0
946df522a2eb0e0c,6.9,1,2,300,0
ebc0bbd8673fe372,6.9,1,3,300,0
8f124b3eb9d55de3,8.9,1,6,300,0
ed6c15fc17dbad8b,7.4,0,4,300,0
3c93f3570c3051a6,7.6,0,3,300,0
d8f3ec808708aa50,8.9,1,3,300,0
8e3301266bf5ee7b,7.5,1,2,300,0
46d58555fa38e5b8,9.8,0,1,300,0
b4adf9b164648e36,6.7,4,5,300,0
9a534324df7df93c,9.5,0,4,300,0
df33d04a4566da5e,9.1,1,3,300,0
82f3bc8eec25fde1,6.5,3,4,300,1
9d358b6d95179e25,6.2,2,4,300,0
1cd793f07440f7de,7.0,1,1,300,0
e92760a191cb3eb6,7.9,2,2,300,0
7693f8a788125dd7,5.2,1,3,300,0
00547011301d3195,7.4,1,3,300,0
22df5963a8863287,6.9,1,1,300,0
15dadf1298ceef27,10.0,0,4,300,0
733ca52f62428fb7,8.8,1,2,300,0
918329b14697486a,6.2,1,4,300,0
5df0cdc464372199,7.4,2,8,300,0
1b144c7ffe2bfacd,10.0,0,1,300,0
79583f722c855a2a,8.7,0,2,300,0
5bffe6345ed761ca,7.1,0,1,300,0
de39881141704f8d,7.6,2,2,300,0
bb82b6268afe76da,8.2,2,2,300,0
84f2aaec2c94a98c,9.3,0,2,300,0
d9eb1a3e2129531c,9.4,0,3,300,0
4383a7adc3e2c8a4,7.6,1,5,300,0
2ec0f9996b459580,9.4,0,8,300,0
48f37f768267dde2,9.0,0,3,300,0
ca36d9280eaafcb9,8.6,0,1,300,0
011cecd42af5edd8,8.2,0,1,300,0
5ac7b3a6e1763969,7.2,1,1,300,0
361ad14c0f2f481a,9.8,0,3,300,0
530512acca408272,7.4,1,5,300,0
d30df8c2660f6eea,7.4,1,3,300,0
708487a56d7595b5,10.0,0,1,300,0
5d18fcd8ee0379df,6.5,0,3,300,0
87fdcc45641b86c4,6.9,0,3,300,0
e35bc3a10b78bf94,7.2,0,0,300,0
205e6877a0bb2c99,10.0,0,4,300,0
155ce0711f35dc5d,10.0,0,2,300,0
d75b9879a3c66bd6,8.3,0,2,300,0
4a6cb6e3c6443b2b,10.0,0,2,300,0
90ae422b083a0bbf,9.7,0,2,300,0
3da384461c4b96f6,7.3,2,3,300,0
7917b85669f34631,8.8,1,2,300,0
032ac48754d8c133,8.2,2,5,300,0
2bebcaecadc36f39,8.7,0,0,300,0
f3815ad5855c5a94,9.1,1,4,300,0
1348a3a334b06f8e,8.8,0,1,300,0
8dfa891e3d279e6d,6.4,1,4,300,0
af4bf6fc4211a4e0,8.2,1,2,300,0
681156c694995f47,10.0,0,5,300,0
c2336ca948b89c6f,7.8,0,1,300,0
a456f8a9ecb66caf,7.9,2,3,300,0
190b30c9827cfaec,9.9,0,1,300,0
4466ba1e0ce9c3e1,7.8,1,2,300,0
676469dd323b3f6c,10.0,0,0,300,0
70a4aa58fda7c499,9.7,0,1,300,0
8ed0f5db990ee882,7.8,1,4,300,0
35136766181d5e5a,5.9,5,7,300,0
5e3c55a6ce362827,7.7,1,2,300,0
c56ac8773dfb869a,8.0,0,2,300,0
cc00327e11b28d13,8.3,1,9,300,0
23e28463fae85cc0,7.9,1,5,300,0
ee019d3abf2cfbe0,9.1,0,2,300,0
f7602b2d1e543b06,10.0,0,1,300,0
d9fb822f2037848b,10.0,0,0,300,0
000472ab50c1c7fc,9.8,0,3,300,0
f92329c661a380ba,8.4,0,1,300,0
411ab7be65d1dd21,8.2,0,2,300,0
09541e378d33d9b2,8.2,1,1,300,0
aaaafbf97e543472,10.0,0,1,300,0
4a2fa03cc4d6e4d8,9.3,0,1,300,0
27bf87cde055f130,10.0,0,0,300,0
331171c64938fea6,8.7,0,2,300,0
d9305449e1b0a752,9.0,0,1,300,0
2b1fbdb57583edcb,9.7,0,0,300,0
21c75510f7e013a2,6.5,0,4,300,0
9721a57d560a88d1,7.7,1,1,300,0
7d73278cc33e8b6f,6.1,0,2,300,0
a78953af314cf1f1,7.9,1,2,300,0
94803a0d096076d5,6.0,1,4,300,0
005b04637a45bd01,8.3,0,3,300,0
c26c69c78c67bd0b,8.9,0,1,300,0
d2d2e0015d2ac511,7.8,0,0,300,0
df25bb48223a986d,8.2,2,4,300,0
99e5aed16bd6d697,7.2,3,6,300,0
f0a0d1fe2e2db04a,9.8,0,0,300,0
8569dc57961b313e,8.9,0,3,300,0
f9ffd07af9dd5ff2,8.7,1,3,300,0
9e6f9ae1867408eb,10.0,1,4,300,0
55962f23589a8c70,6.8,2,3,300,0
28e888d992ba0cb7,6.6,2,5,300,0
21c7b45479348e02,9.5,0,1,300,0
68b47e8c89426605,5.3,2,5,300,0
abd2b77c05dd0a3d,4.9,0,3,300,1
a1632fb7a88010bd,8.1,1,4,300,0
67a2f30b4b1b8bc0,7.3,1,5,300,1
ff4c183a4a665948,9.2,0,1,300,0
33f4106789b18d79,9.9,0,3,300,0
c74daf89db5aecc8,9.8,0,0,300,0
e312064db505f4e5,8.7,0,0,300,0
e4bd8a363ed73db0,9.1,0,5,300,0
c557c2426ed6be7d,8.9,0,1,300,0
bc8bf7efcee41a07,7.9,0,3,300,0
78f0e562d37bafeb,6.7,0,5,300,0
f44d033cea4a5aa8,10.0,0,0,300,0
af8c2297aebff844,6.1,2,7,300,0
d951c733bf4e10f6,7.0,0,1,300,0
e1f1d2d730d5a66e,7.7,1,2,300,0
c1392bcd04980bdf,4.0,3,4,300,0
1603bf0bda8ef18c,8.5,2,3,300,0
376a37b90a7a3a6e,8.0,0,1,300,0
968b3add9376bc40,9.6,0,2,300,0
628fc694eafda605,10.0,0,0,300,0
a935c48dc59da325,7.6,0,0,300,0
132be2bdebc78461,10.0,1,3,300,0
27ff9e77ac682ed2,7.1,1,3,300,0
1608aadbe3f6f383,7.4,1,8,300,0
f8a88effac1701c4,8.0,0,4,300,0
c92a5d0ccff33b9d,10.0,1,4,300,0
a6d7fd4d24f6ac36,7.1,0,1,300,0
97b265aff5c527d2,9.3,1,2,300,0
10249f89fdbed0c3,10.0,0,2,300,0
a2bee11a889122b4,8.1,1,3,300,0
a6652fbb7ac7f916,9.8,1,4,300,0
387b63564e14b4fb,10.0,0,3,300,0
180113ad2c928fb6,10.0,0,2,300,0
eb4d87c324ab0c22,7.2,0,4,300,0
4c255f95814f30f4,9.3,0,0,300,0
ad6ee810d90609d8,10.0,0,0,300,0
6a9c3bada5ee1ece,7.9,0,2,300,0
78e611225d9e54dc,7.8,0,2,300,0
70eab5ad3cb12f6b,9.8,0,0,300,0
38facf1f7dce1ecf,7.4,0,3,300,0
de1bebac45eb1486,6.5,1,1,300,0
9b8fe8ca6826d4e7,10.0,0,4,300,0
4c866ac8c761aee8,10.0,0,3,300,0
e27addaa241dc6e3,8.3,2,2,300,0
7be517ee7674fcfd,7.0,1,4,300,0
c0619a1649daaa7f,6.6,1,3,300,0
959b4197ccad2228,8.5,3,5,300,0
baa957a443469e57,10.0,0,2,300,0
bd62dad811fa30d7,10.0,0,2,300,0
160c9a7924c2f15a,7.6,0,0,300,0
b8c2beff57c53d89,8.6,0,4,300,0
69430118d892b7c9,10.0,0,4,300,0
8c5c92a7df904d87,8.2,0,4,300,0
3987061be77081cf,8.0,0,2,300,0
d0a3abe74a9df5c2,6.3,0,0,300,0
ed1db73ee84f40bb,9.4,0,3,300,0
5e8611747177e508,8.5,1,2,300,0
124cb41019fcb01a,9.0,0,1,300,0
349049b3a7614103,8.2,0,2,300,0
6b61836800c2adf2,10.0,0,4,300,0
d9584b33e188ff45,8.4,0,2,300,0
1c24ac94f7834b1b,5.3,3,4,300,0
e7e83af13098ab5c,6.4,1,5,300,0
c82e6489647aa610,6.4,1,4,300,0
c5545adce384781c,10.0,0,2,300,0
2b2eae9967ddf571,7.3,0,2,300,0
494f2b7da6b7db77,9.6,0,1,300,0
f3ece6ca5144c0b3,9.3,0,0,300,0
9b84ef7a64ea22aa,5.9,1,4,300,0
a4f6d0272e5e55c0,9.0,1,4,300,0
b046c06be73cb087,8.8,0,1,300,0
968a4aa9a7f67694,8.3,2,6,300,0
b24d560f5fdbc3e3,7.0,0,1,300,0
370baa77cbce77fc,8.1,0,2,300,0
0335ab2786e9a0bd,8.7,1,1,300,0
c1fa27bedf0736da,8.4,1,3,300,0
2e45bf2540149731,6.8,1,3,300,0
87ace4e6ca3ddb04,6.7,0,3,300,0
477073cba55ad18d,5.7,0,1,300,0
e9a1db2d01290c50,8.5,0,0,300,0
ae7891bd1cf8c618,8.2,0,1,300,0
09d692c96a53922c,9.4,0,5,300,0
4fb484f473fa229e,5.9,1,5,300,0
09a0db30e5154af3,7.8,0,0,300,0
0b6b021a19e3c050,8.6,1,5,300,0
0067083ffb32866b,9.1,2,2,300,0
3d73110003f92101,8.6,1,3,300,0
82e8492fe3a81704,6.6,1,1,300,1
4b25ec6044d3868f,7.6,1,5,300,0
2746f80f670d3bc6,9.2,0,3,300,0
9f95c748ee1db740,7.9,0,2,300,0
fddcb308e5f74407,7.5,1,1,300,0
1014d391e50319ee,9.5,0,0,300,0
f9275a90875fb78e,9.9,0,3,300,0
34382bb08cb2274c,9.8,0,5,300,0
30e5ab6c0286b2da,10.0,0,1,300,0
c01ff957180593b7,10.0,0,5,300,0
3a753a8dbb3597a6,5.6,1,3,300,0
12c3f5c4cbe3029c,7.0,3,3,300,0
cee3a4e331b4fac4,7.0,1,4,300,1
30a2a10f2143eb62,8.6,1,2,300,0
f1985522d2e86437,9.2,0,2,300,0
5cc045622971cc5f,7.5,0,3,300,0
41600b5215209f37,9.4,0,2,300,0
ee8ab6d25fc26c18,6.3,2,3,300,0
b509088ae8c0e01e,7.4,0,1,300,0
477079bf2dd78e2f,10.0,0,2,300,0
d0ff6acae7245cbb,7.5,1,3,300,0
c7b55c3d71671f23,7.3,1,5,300,0
79b27422a3ddef52,7.8,1,1,300,0
b840cbd8a42297dd,7.5,1,2,300,0
225ad958d7de4dc4,6.7,1,4,300,0
4febc548549dc19a,10.0,0,1,300,0
c8105dad1d4af0c1,8.6,0,1,300,0
765973871dd818c3,10.0,0,2,300,0
47732c4a602f1637,7.2,1,1,300,0
b753a215d8b98ac6,7.2,1,2,300,0
c5b924198d844fd5,8.2,0,2,300,0
83fb24e6875ce227,7.7,1,3,300,0
53d5baf7c4b817fe,8.4,0,1,300,0
4ef389e4d24a79b7,10.0,0,3,300,0
d8899ae9ab2ec768,7.1,2,4,300,0
452bb188e490b7dc,10.0,0,4,300,0
f930ecceff7fd49c,7.9,0,1,300,0
4f372aec57c671af,6.3,3,6,300,0
ba4719d33a436ca8,10.0,1,3,300,0
9f9a3946677e2d18,10.0,0,2,300,0
aea63f7d44dfba0d,9.3,1,5,300,0
1463bcc79bdcd40b,7.4,0,0,300,0
d7d0259b2c2d4e36,6.0,2,4,300,0
06276634231af68b,8.8,0,2,300,0
20cb048cd6e6e401,10.0,0,2,300,0
2863464bbb4f4cb8,9.9,0,3,300,0
2d4aadbf5718db4f,8.9,1,5,300,0
e038ecf0c47f4bba,9.0,0,1,300,0
76e8ecc3fddd87d5,9.4,0,4,300,0
b24cd5ac87ce0b25,9.5,1,3,300,0
42469662aa90105f,7.0,2,4,300,0
fa0311f2b72ef590,7.7,1,6,300,0
c51531554c106e4e,9.8,0,2,300,0
3c4e0fbf662b55db,9.4,0,0,300,0
