customer_id,campaigns_exposed,total_impressions,total_clicks,total_conversions,primary_channel
7ad65835abec24b3,8,72,0,0,Referral_Program
48c83a848a5de322,4,21,1,0,Referral_Program
7533c2717e4bf256,4,42,1,0,SMS_Offer
8aa93f0ec5e69819,6,42,0,0,SMS_Offer
9d4efdb7a6e75f15,7,44,0,0,TV_Commercial
7a4b14c4a2a6bc52,8,61,2,0,SMS_Offer
02625270a6093702,8,62,2,0,Social_Media
9c27c7556f68be95,6,38,1,0,Social_Media
18c8c9fb8581d34b,8,65,1,0,Direct_Mail
834e94844579b04a,4,26,1,0,SMS_Offer
950b13eddac5a469,5,34,0,0,Email_Promotion
969deefef9468465,4,29,0,0,Email_Promotion
aadb9172950e9841,8,58,2,0,Referral_Program
ac54394ee7c2a5e7,8,82,0,0,TV_Commercial
f7839006ad213dc0,2,21,0,0,SMS_Offer
31beb38d91f80f79,8,78,3,0,Referral_Program
c3bed7fd4a63db02,8,77,4,0,Email_Promotion
66ed13448f78057b,8,49,2,0,Online_Display
3a2bb5828084c106,8,49,4,1,Search_Ads
594fb571aec6ef86,7,59,2,0,Email_Promotion
0fb224a91de7fb5b,4,32,0,0,Online_Display
06b5270c3238362f,8,66,2,0,Search_Ads
6889d7dfc9be00ff,8,52,2,1,Direct_Mail
d29ed61b989575ca,8,60,2,0,Search_Ads
c021dd83812c4e8f,6,59,2,0,TV_Commercial
7f637a28dc6a35a8,2,7,0,0,SMS_Offer
ef0eccf4ee8e4eee,8,66,3,1,Email_Promotion
00c8eb602ca07505,2,20,1,0,Online_Display
8ba400400af6e98a,8,66,0,0,Email_Promotion
0abbf32476d1ec0d,7,62,0,0,Online_Display
0c9e19be66462560,5,53,1,0,Social_Media
4d404680cb3102f4,6,45,1,0,Online_Display
4ee9037dc4fa8870,6,68,3,0,SMS_Offer
e7d1a1038365425f,2,18,0,0,Social_Media
4eaedb4cac20817a,3,30,0,0,Email_Promotion
f430ce0ff745ad72,7,62,0,0,SMS_Offer
bbce839de493d26e,2,25,0,0,TV_Commercial
bd5c35142706d5a9,5,49,2,0,Social_Media
3f7b30a293f75aa6,8,55,3,0,SMS_Offer
f45fbbb952151b69,4,47,1,0,Social_Media
7c9aca82f2f2d9d3,4,31,2,0,TV_Commercial
966ed9640d83281d,7,53,2,1,Referral_Program
41b92410cb27bdc0,6,59,1,1,Direct_Mail
05dd179b1b785652,5,27,2,0,Email_Promotion
1e8b0a3ad986fe62,2,24,0,0,TV_Commercial
06fd3451f76566c1,5,42,0,0,Search_Ads
922d0dec1f048950,8,61,4,0,SMS_Offer
40782170a4ceef91,8,66,4,1,TV_Commercial
beba99b50a0cdb18,8,58,2,0,Social_Media
e3b85f403916098b,3,19,0,0,SMS_Offer
6091e4c7ad0254be,6,60,1,0,SMS_Offer
93b707ba610d675c,8,76,2,0,Social_Media
9c0f03c4c5272490,4,34,0,0,Online_Display
a3e098fbbecf29fb,6,42,2,1,Email_Promotion
969e48e3f2f5b122,4,24,3,0,Email_Promotion
5bc28426c2a49bee,5,34,1,0,TV_Commercial
b21b0edc0a1e1569,2,6,0,0,Referral_Program
be6bbfb542bc3fce,7,38,2,0,Email_Promotion
a5feeec56c2ea862,5,36,1,0,TV_Commercial
972f8b223eec9c78,6,45,1,0,Search_Ads
aa3839c8e01f3ff8,8,60,2,1,SMS_Offer
afac2075b097112a,5,31,1,0,Referral_Program
98e0e6a54484a066,6,24,0,0,SMS_Offer
c801e397e94fe215,6,55,1,0,Online_Display
312a868130472c03,8,48,1,0,Email_Promotion
0ff5b68dc15d2f28,7,53,3,1,Direct_Mail
7efb5b0a3a3e6e63,5,30,0,0,Direct_Mail
ae3c96b3fadf1a11,8,71,0,0,Email_Promotion
f4a9696846955b01,8,68,2,0,SMS_Offer
80e0e72988f6ff41,3,31,1,0,Search_Ads
421b6dffab174887,6,57,2,0,SMS_Offer
de2f549f50b81451,4,35,0,0,Social_Media
29ca721dd5a0dd0f,4,29,0,0,Online_Display
4dfefc1a1e6abad2,6,39,2,0,Direct_Mail
e540320e6d572304,8,75,1,0,Referral_Program
f4bdd119019e20b9,6,49,1,1,Email_Promotion
88d4e7e9efa83f0f,6,56,1,0,Online_Display
9f609a5085cf0df2,7,60,3,0,Referral_Program
608e0c062f19a18e,6,59,0,0,Referral_Program
4a492b5599051c54,6,33,0,0,TV_Commercial
37b3c90bdde30b65,6,39,1,0,Search_Ads
36ddcc4fd592c185,8,61,1,0,Referral_Program
556a1dea0452c6a1,5,34,2,0,TV_Commercial
e9e1dbf7c917bc0e,8,59,0,0,TV_Commercial
c61a22ee630facd3,4,42,0,0,Social_Media
b181d8f7d33ca031,8,59,1,0,TV_Commercial
3d10a05ed72c67a1,5,55,0,0,Direct_Mail
48c7d1f263857abb,3,13,1,0,Referral_Program
26b610dabefedcb4,8,70,1,0,Direct_Mail
3efc2011745eaf83,8,57,2,0,Online_Display
25865a1d7d1b5e17,5,30,2,0,Online_Display
852ce8c4a6cd50fa,5,40,1,0,TV_Commercial
4692d72c24b5ccdb,8,69,3,0,Online_Display
b6f20ac367cd0a9a,7,67,1,0,TV_Commercial
e0073924ac9cc559,7,57,0,0,TV_Commercial
551a3ff6d230db36,4,42,0,0,TV_Commercial
9ccc168bd9d17832,8,58,1,0,SMS_Offer
0e52fe8d0c1330f3,6,34,0,0,Email_Promotion
078890bc9cfe36ab,8,66,4,0,Online_Display
1a50c8cc6cf0250d,7,40,0,0,Referral_Program
17db1bab7bfc5cda,8,61,1,1,Direct_Mail
578e60e3d5ea5f84,4,47,1,0,Online_Display
0d948130528d68f1,7,54,0,0,Referral_Program
cecb0e2361db767c,2,16,0,0,Social_Media
a583b7fb78095bbc,6,36,2,0,Online_Display
02444a0e94bf5cb4,5,40,0,0,SMS_Offer
bab5abb3558e50b5,7,57,2,0,TV_Commercial
c91bacd6a30aa469,7,68,1,0,Search_Ads
bf48e7373f32cceb,6,57,2,0,SMS_Offer
070707d13f017b3b,4,23,0,0,Referral_Program
8e785a0cf440e506,8,58,0,0,Direct_Mail
86fb371c8cfa0ae5,8,51,3,0,SMS_Offer
456552f2836521f6,6,37,0,0,TV_Commercial
a10a26df490257ce,8,65,1,1,Direct_Mail
81779d35b9b222b1,8,54,0,0,Referral_Program
8573f0f0649f3bf4,5,45,3,1,Social_Media
3b228c035f9aecaa,5,43,1,0,Referral_Program
375ed28e27e80876,8,65,1,0,Email_Promotion
afa89c88ef1414eb,5,52,0,0,Email_Promotion
6353d82bf503f2c0,8,60,1,0,Search_Ads
63a84b28fad4ef93,5,50,2,0,Online_Display
02a63ffa0ada161c,5,42,1,0,Referral_Program
d94339c41935a735,8,66,0,0,TV_Commercial
7800c9377a73041b,4,36,0,0,Social_Media
68ed82beb8916387,4,26,1,1,Direct_Mail
280e1a9c2a20c1d4,8,54,1,1,Social_Media
ed23871c3726d3ac,7,74,2,1,Email_Promotion
62206b36783a6029,4,28,2,1,Email_Promotion
aba32a2cf4171a25,8,67,1,0,Search_Ads
8310600479b451c4,6,59,3,0,Email_Promotion
52523eeb20952ca3,8,73,4,0,Online_Display
f0917e4bac8d8ef5,2,11,0,0,Online_Display
d6c9561d92fd0f13,8,56,4,1,TV_Commercial
cb9bdf4f85088c16,5,48,1,0,TV_Commercial
d7b577bb0c3fa025,8,80,5,0,Search_Ads
d16e1d95f8c69201,3,34,1,0,Referral_Program
4bee5ca54629c196,7,45,1,0,TV_Commercial
b53aef260b7cc3cd,8,68,1,0,Social_Media
979e29ad5cab4855,8,69,5,1,SMS_Offer
c538bbb01424059c,6,32,0,0,SMS_Offer
e1fff2dda522b794,8,77,1,0,Direct_Mail
1c659901e95c26c1,6,37,2,0,TV_Commercial
85c28e1d59de216e,8,54,1,0,Social_Media
ebaa2bf4818336c2,6,48,3,0,Referral_Program
85d2d906e134b10b,6,66,1,0,Search_Ads
f3353a4deab01cfc,8,69,2,0,Email_Promotion
4e3fbd76d0dd5cd9,7,64,1,0,Email_Promotion
00c640501c8e0017,8,47,2,0,Email_Promotion
66746220e63aa6a1,8,59,2,1,Referral_Program
40346e9f8656a445,5,30,0,0,Email_Promotion
5b16b9336df89934,5,30,0,0,TV_Commercial
7152052fe4f8d0d0,5,43,1,0,Email_Promotion
01f7c985aeeff586,5,66,0,0,Online_Display
c0170409aa7f7457,8,58,4,0,TV_Commercial
b73f9e77bcd1c67b,8,64,1,0,Social_Media
f446e7115b49ba30,2,17,0,0,Referral_Program
5dda9f210c61f628,6,44,5,0,Email_Promotion
4ec03dd509225831,1,4,0,0,TV_Commercial
06504526ab1e1606,4,35,0,0,Referral_Program
6c0923b8f57fa3ad,4,20,0,0,Email_Promotion
2f554980956be0c8,7,56,0,0,Search_Ads
59e101fa7bdc7465,5,37,1,0,TV_Commercial
9bd2ec8246b7d2e5,8,53,0,0,TV_Commercial
b7bf1521408f5c85,3,20,1,0,Referral_Program
b1ef0aeadfe86bf0,8,55,1,0,Referral_Program
c07de4f31c0738ed,6,51,0,0,Email_Promotion
95a070a305cece45,2,30,2,1,Social_Media
38e6f1775b43fc16,8,70,1,0,Search_Ads
f1b28d78d478f26e,8,57,6,2,Referral_Program
bf44e800e7b61bd0,3,4,0,0,Direct_Mail
3c54ff3612e88d4e,8,61,1,0,TV_Commercial
75317f89aa6bfce8,5,51,2,1,Social_Media
f541832bca6b931c,8,59,2,0,Email_Promotion
f1bc96c2fbf78c9d,1,17,1,0,Search_Ads
34e08cde0e409a02,8,69,1,0,TV_Commercial
2d2a2d1b5c9c59ba,8,53,5,1,Direct_Mail
b306cc9c663a5e02,4,28,1,0,TV_Commercial
f8c6922ef5a8662d,5,33,0,0,Social_Media
e3e1528f4410d4cf,8,52,0,0,TV_Commercial
9887c9ef445c5a82,6,55,0,0,Direct_Mail
a999390ddbe28d6f,6,59,1,0,Online_Display
832d0183a74e5ea1,8,66,0,0,TV_Commercial
1c3f11f07baa53eb,2,8,0,0,Referral_Program
467a82b4e3f04ec9,8,69,2,0,TV_Commercial
5485c54384e31caf,5,53,1,1,Social_Media
8bb7a41f6070b5ed,6,51,0,0,Online_Display
c22bcd8f26c3dec9,5,44,3,0,Online_Display
c82c1a13d3e713b8,8,74,0,0,TV_Commercial
2eee9c1ea255a097,3,23,1,0,Email_Promotion
5bc39aeadf946328,4,26,0,0,TV_Commercial
074c3c4329ad1676,4,28,2,0,Email_Promotion
88f7b20482f5c395,4,22,0,0,Search_Ads
b2b35264721cbc72,8,71,3,1,Online_Display
fef9d820bee0d9a4,7,44,1,0,SMS_Offer
8c837d2d081e89ac,5,39,0,0,Referral_Program
456194fa5e92821d,8,63,2,0,Referral_Program
688f3f597d3a46c2,0,0,0,0,None
83f13158b41dd960,6,54,3,1,TV_Commercial
77103ff5075e8742,3,26,0,0,SMS_Offer
793d2d4897cab14b,5,53,1,0,Referral_Program
94e7666026104260,3,7,0,0,TV_Commercial
c93bbba9d7650bf3,4,35,1,0,Direct_Mail
6604e86ac545d39e,7,52,3,0,TV_Commercial
81da7760b303b082,8,58,1,0,TV_Commercial
14f7c773e56bdee4,7,47,2,0,SMS_Offer
5ae90c72e7cea694,7,46,2,1,Social_Media
d9cd32c450027bc4,4,22,1,1,Online_Display
a920f7653d23958b,2,9,0,0,Direct_Mail
1ca2d8cf3cca0064,8,62,4,0,Direct_Mail
344d5b5c21644b7d,8,63,0,0,Online_Display
0b2e4e6360bf1a09,8,65,1,0,Referral_Program
535255179a2c5531,8,63,2,0,TV_Commercial
b08769a89089ff09,8,46,1,0,Referral_Program
e0bfcd6fa7ed6011,8,66,2,0,Email_Promotion
8298fa5f097010fd,5,57,1,0,Search_Ads
2f92ae4f6159bf70,7,47,1,0,Direct_Mail
ff2958a527fa7dce,8,69,4,0,Email_Promotion
7f3947fc483703ba,8,65,2,0,TV_Commercial
732fa8e152ea15bf,7,62,3,0,TV_Commercial
f2b0c1354016d56c,7,64,1,0,Online_Display
afb5dde523dd8a73,2,20,2,0,Social_Media
850fa0ceb4bb9bcd,7,55,1,0,SMS_Offer
4937e1c40eb0332e,4,41,2,0,Email_Promotion
7dcfe4bb922daf3a,2,31,1,0,Search_Ads
f0be3a1b9b8cef67,6,53,2,0,Online_Display
7d2c1f1c0b4183ff,6,35,1,0,Search_Ads
d71b5b1c0f682ffc,1,3,1,0,Email_Promotion
925f119d8d0943a5,4,38,2,1,SMS_Offer
88d8f590a3080d86,8,58,3,0,Search_Ads
93b0bceeaaa82ff4,8,68,0,0,SMS_Offer
a98d2f5fd553422e,5,29,4,0,SMS_Offer
094ca94af42309b4,5,23,2,0,Referral_Program
5932d320b0e1b145,7,64,2,0,Email_Promotion
d50490af0be44956,7,73,2,0,Referral_Program
772a5ab592610617,4,17,1,0,Direct_Mail
6a4a3d2e5c1c39e6,6,30,2,0,TV_Commercial
5b7c9ce29abe20f7,4,35,1,0,Online_Display
77bc597b5cce6b9d,5,54,1,1,Email_Promotion
1f6bc6f1536523e3,5,21,0,0,Direct_Mail
860c529ab29b8f6f,2,9,0,0,TV_Commercial
1bc15691f172cdbe,8,67,1,0,Social_Media
e93fe766220af63c,6,51,2,1,Online_Display
cc6e8bd1f71e4c96,5,35,0,0,Social_Media
4c0af380162aeccb,7,47,1,0,Social_Media
6f1794e4b2503b7f,5,47,1,0,Social_Media
40e3647de5f9ed09,3,29,2,0,Email_Promotion
8c7006619c926c67,4,19,0,0,TV_Commercial
669647c77bfcdba2,5,36,0,0,TV_Commercial
c4967c8f53271b2b,8,67,5,0,TV_Commercial
6d5b0ccdc86e0a01,8,76,5,0,Search_Ads
96e81bde8b49c69a,8,64,3,0,TV_Commercial
cd0727d9ce4b040d,6,50,2,0,Referral_Program
f64174b73ee285d7,8,68,1,0,Referral_Program
f5e5e895c64ed8f8,5,50,2,0,Email_Promotion
14961cba003065be,3,37,1,0,TV_Commercial
d8cd18faa3840fad,8,54,1,0,TV_Commercial
d7d01fdd616158db,5,41,2,0,Online_Display
5faab897276499e4,8,68,1,0,Email_Promotion
f73c6958ab28284a,7,52,2,0,Email_Promotion
1b0a344be12554ab,6,41,0,0,Email_Promotion
155c0c1af3e78d0d,4,41,1,0,Search_Ads
43f41b24309fcf8c,8,55,1,0,Online_Display
09976a5b4de6c985,3,22,0,0,Search_Ads
b264b6aa86700b4f,7,60,0,0,Referral_Program
c26ff7af38fdd9c5,1,17,1,0,Search_Ads
bc39517982ee2484,8,72,4,2,TV_Commercial
a835175e9f75e4ba,6,45,2,0,Direct_Mail
946df522a2eb0e0c,5,44,0,0,Online_Display
ebc0bbd8673fe372,8,78,2,0,Referral_Program
8f124b3eb9d55de3,8,60,1,0,SMS_Offer
ed6c15fc17dbad8b,8,62,4,0,SMS_Offer
3c93f3570c3051a6,6,51,2,0,Online_Display
d8f3ec808708aa50,3,17,0,0,Email_Promotion
8e3301266bf5ee7b,7,66,0,0,Online_Display
46d58555fa38e5b8,3,37,1,0,Online_Display
b4adf9b164648e36,8,49,4,2,Online_Display
9a534324df7df93c,8,73,1,0,SMS_Offer
df33d04a4566da5e,8,66,1,1,Social_Media
82f3bc8eec25fde1,4,44,1,1,Direct_Mail
9d358b6d95179e25,7,53,3,1,Online_Display
1cd793f07440f7de,7,62,2,0,TV_Commercial
e92760a191cb3eb6,5,22,0,0,SMS_Offer
7693f8a788125dd7,8,64,2,0,Referral_Program
00547011301d3195,1,13,0,0,Online_Display
22df5963a8863287,7,43,0,0,Search_Ads
15dadf1298ceef27,5,33,2,1,Online_Display
733ca52f62428fb7,8,79,3,0,Social_Media
918329b14697486a,1,5,0,0,SMS_Offer
5df0cdc464372199,8,55,2,0,Email_Promotion
1b144c7ffe2bfacd,5,36,1,0,Direct_Mail
79583f722c855a2a,8,64,3,0,Email_Promotion
5bffe6345ed761ca,5,37,0,0,Online_Display
de39881141704f8d,5,30,1,0,Email_Promotion
bb82b6268afe76da,5,33,0,0,TV_Commercial
84f2aaec2c94a98c,8,61,3,0,SMS_Offer
d9eb1a3e2129531c,6,49,1,0,SMS_Offer
4383a7adc3e2c8a4,5,29,1,0,TV_Commercial
2ec0f9996b459580,3,27,3,0,SMS_Offer
48f37f768267dde2,8,66,3,0,Search_Ads
ca36d9280eaafcb9,8,76,3,0,Referral_Program
011cecd42af5edd8,5,56,1,0,TV_Commercial
5ac7b3a6e1763969,3,11,0,0,SMS_Offer
361ad14c0f2f481a,8,71,2,0,Search_Ads
530512acca408272,7,46,1,0,SMS_Offer
d30df8c2660f6eea,2,23,1,0,Email_Promotion
708487a56d7595b5,3,25,0,0,Social_Media
5d18fcd8ee0379df,8,76,1,0,Direct_Mail
87fdcc45641b86c4,2,14,0,0,TV_Commercial
e35bc3a10b78bf94,5,22,1,0,Social_Media
205e6877a0bb2c99,6,57,2,0,Email_Promotion
155ce0711f35dc5d,8,62,3,1,Search_Ads
d75b9879a3c66bd6,8,62,2,0,SMS_Offer
4a6cb6e3c6443b2b,8,65,7,0,Referral_Program
90ae422b083a0bbf,5,64,2,0,Direct_Mail
3da384461c4b96f6,8,70,2,0,Email_Promotion
7917b85669f34631,3,30,0,0,Online_Display
032ac48754d8c133,7,57,3,0,TV_Commercial
2bebcaecadc36f39,7,60,1,0,SMS_Offer
f3815ad5855c5a94,8,65,0,0,TV_Commercial
1348a3a334b06f8e,8,46,1,0,Referral_Program
8dfa891e3d279e6d,8,72,1,0,Search_Ads
af4bf6fc4211a4e0,8,70,1,0,Online_Display
681156c694995f47,5,36,1,0,SMS_Offer
c2336ca948b89c6f,6,53,2,0,Online_Display
a456f8a9ecb66caf,8,45,1,0,Search_Ads
190b30c9827cfaec,8,57,3,0,Search_Ads
4466ba1e0ce9c3e1,5,51,0,0,Email_Promotion
676469dd323b3f6c,8,69,3,0,SMS_Offer
70a4aa58fda7c499,6,39,1,0,Referral_Program
8ed0f5db990ee882,8,67,5,1,Online_Display
35136766181d5e5a,8,55,1,0,Email_Promotion
5e3c55a6ce362827,8,76,2,0,Online_Display
c56ac8773dfb869a,3,32,0,0,Email_Promotion
cc00327e11b28d13,7,63,2,0,Email_Promotion
23e28463fae85cc0,4,21,2,0,Email_Promotion
ee019d3abf2cfbe0,7,62,4,1,SMS_Offer
f7602b2d1e543b06,8,71,3,0,Email_Promotion
d9fb822f2037848b,5,33,2,0,Social_Media
000472ab50c1c7fc,6,37,1,0,Email_Promotion
f92329c661a380ba,4,43,1,0,Referral_Program
411ab7be65d1dd21,5,29,0,0,SMS_Offer
09541e378d33d9b2,8,74,2,0,Email_Promotion
aaaafbf97e543472,8,69,1,0,Online_Display
4a2fa03cc4d6e4d8,8,61,1,0,Online_Display
27bf87cde055f130,8,59,2,0,Social_Media
331171c64938fea6,8,55,3,0,Social_Media
d9305449e1b0a752,4,21,1,0,Referral_Program
2b1fbdb57583edcb,7,47,0,0,TV_Commercial
21c75510f7e013a2,7,50,4,0,Referral_Program
9721a57d560a88d1,6,49,1,0,TV_Commercial
7d73278cc33e8b6f,8,78,3,0,Email_Promotion
a78953af314cf1f1,8,68,2,0,TV_Commercial
94803a0d096076d5,8,52,4,3,Referral_Program
005b04637a45bd01,7,53,1,0,Direct_Mail
c26c69c78c67bd0b,8,64,3,1,Direct_Mail
d2d2e0015d2ac511,3,22,0,0,TV_Commercial
df25bb48223a986d,8,56,3,0,Referral_Program
99e5aed16bd6d697,1,11,0,0,Social_Media
f0a0d1fe2e2db04a,6,54,1,0,Referral_Program
8569dc57961b313e,6,38,0,0,Search_Ads
f9ffd07af9dd5ff2,6,39,0,0,Referral_Program
9e6f9ae1867408eb,8,65,3,0,Social_Media
55962f23589a8c70,1,4,0,0,SMS_Offer
28e888d992ba0cb7,2,17,1,0,Search_Ads
21c7b45479348e02,5,63,2,0,Search_Ads
68b47e8c89426605,8,65,2,0,Social_Media
abd2b77c05dd0a3d,6,68,0,0,Search_Ads
a1632fb7a88010bd,8,61,2,0,Online_Display
67a2f30b4b1b8bc0,7,57,0,0,Social_Media
ff4c183a4a665948,8,60,3,0,Social_Media
33f4106789b18d79,6,69,3,0,Social_Media
c74daf89db5aecc8,5,45,3,1,TV_Commercial
e312064db505f4e5,5,54,1,0,Online_Display
e4bd8a363ed73db0,8,62,4,1,Email_Promotion
c557c2426ed6be7d,4,44,3,0,Referral_Program
bc8bf7efcee41a07,7,54,3,0,Search_Ads
78f0e562d37bafeb,5,29,2,0,Referral_Program
f44d033cea4a5aa8,8,75,1,1,Search_Ads
af8c2297aebff844,1,1,0,0,TV_Commercial
d951c733bf4e10f6,4,25,1,0,Email_Promotion
e1f1d2d730d5a66e,8,61,2,0,Search_Ads
c1392bcd04980bdf,4,23,0,0,TV_Commercial
1603bf0bda8ef18c,8,50,0,0,Email_Promotion
376a37b90a7a3a6e,5,36,1,1,Direct_Mail
968b3add9376bc40,4,25,1,0,Referral_Program
628fc694eafda605,5,46,2,1,Online_Display
a935c48dc59da325,7,70,1,0,Email_Promotion
132be2bdebc78461,8,54,2,0,Direct_Mail
27ff9e77ac682ed2,6,29,3,0,Online_Display
1608aadbe3f6f383,8,73,2,0,Social_Media
f8a88effac1701c4,7,73,2,0,Social_Media
c92a5d0ccff33b9d,5,21,1,0,TV_Commercial
a6d7fd4d24f6ac36,6,63,1,0,TV_Commercial
97b265aff5c527d2,4,17,0,0,Direct_Mail
10249f89fdbed0c3,8,74,0,0,Online_Display
a2bee11a889122b4,4,28,1,0,Social_Media
a6652fbb7ac7f916,8,65,0,0,Direct_Mail
387b63564e14b4fb,8,56,2,0,TV_Commercial
180113ad2c928fb6,8,68,3,0,Online_Display
eb4d87c324ab0c22,8,61,4,0,Referral_Program
4c255f95814f30f4,8,61,1,0,Search_Ads
ad6ee810d90609d8,4,28,1,0,TV_Commercial
6a9c3bada5ee1ece,8,56,3,0,Email_Promotion
78e611225d9e54dc,4,31,1,0,Online_Display
70eab5ad3cb12f6b,6,58,2,0,SMS_Offer
38facf1f7dce1ecf,7,47,1,0,Social_Media
de1bebac45eb1486,8,59,0,0,Direct_Mail
9b8fe8ca6826d4e7,8,62,4,0,Direct_Mail
4c866ac8c761aee8,8,56,3,0,Email_Promotion
e27addaa241dc6e3,8,78,3,0,Social_Media
7be517ee7674fcfd,8,64,1,0,SMS_Offer
c0619a1649daaa7f,7,60,1,1,Social_Media
959b4197ccad2228,8,51,2,0,Referral_Program
baa957a443469e57,5,25,1,0,Online_Display
bd62dad811fa30d7,4,32,0,0,SMS_Offer
160c9a7924c2f15a,5,38,1,1,Search_Ads
b8c2beff57c53d89,6,60,4,0,Email_Promotion
69430118d892b7c9,6,52,1,0,Social_Media
8c5c92a7df904d87,3,9,1,0,TV_Commercial
3987061be77081cf,4,31,0,0,TV_Commercial
d0a3abe74a9df5c2,3,26,0,0,Email_Promotion
ed1db73ee84f40bb,4,26,0,0,Email_Promotion
5e8611747177e508,6,56,2,1,SMS_Offer
124cb41019fcb01a,6,66,1,0,Direct_Mail
349049b3a7614103,5,41,2,0,Online_Display
6b61836800c2adf2,7,68,1,0,Referral_Program
d9584b33e188ff45,7,58,2,0,Direct_Mail
1c24ac94f7834b1b,5,42,0,0,SMS_Offer
e7e83af13098ab5c,8,72,2,0,Direct_Mail
c82e6489647aa610,8,66,3,0,TV_Commercial
c5545adce384781c,7,75,4,0,SMS_Offer
2b2eae9967ddf571,5,21,0,0,Social_Media
494f2b7da6b7db77,5,31,0,0,SMS_Offer
f3ece6ca5144c0b3,1,5,0,0,Email_Promotion
9b84ef7a64ea22aa,8,73,1,1,Online_Display
a4f6d0272e5e55c0,0,0,0,0,None
