customer_id,age,gender,city,annual_income,tenure_months,join_date
eb9cd6e41d8acaba,31,Female,Chicago,40918,13,2023-09-06
58104766c363a8e5,31,Male,Los Angeles,20000,20,2023-02-08
5dc251b0ea3dd5a8,51,Female,Phoenix,61218,6,2024-04-03
d4867d3e35a84e10,20,Female,New York,24619,60,2019-10-27
738ee2d2dec7c70f,42,Male,New York,71549,60,2019-10-27
726511f52718404f,54,Male,New York,55646,5,2024-05-03
5c8fd46b6c360bb2,63,Female,Dallas,55474,1,2024-08-31
a27fcb27bc157766,74,Male,New York,81478,14,2023-08-07
1f3770c34d2c300a,30,Male,New York,34415,14,2023-08-07
7ad65835abec24b3,18,Female,Phoenix,33665,4,2024-06-02
48c83a848a5de322,67,Female,New York,56218,50,2020-08-22
7533c2717e4bf256,59,Other,New York,72491,21,2023-01-09
8aa93f0ec5e69819,59,Female,New York,74327,1,2024-08-31
9d4efdb7a6e75f15,40,Female,San Antonio,42090,60,2019-10-27
7a4b14c4a2a6bc52,44,Female,Philadelphia,66059,11,2023-11-05
02625270a6093702,32,Male,New York,38367,50,2020-08-22
9c27c7556f68be95,18,Female,New York,33768,40,2021-06-18
18c8c9fb8581d34b,57,Male,New York,82798,1,2024-08-31
834e94844579b04a,64,Male,New York,103957,1,2024-08-31
950b13eddac5a469,66,Female,New York,113762,31,2022-03-15
969deefef9468465,54,Male,Chicago,62970,28,2022-06-13
aadb9172950e9841,18,Male,San Jose,40833,16,2023-06-08
ac54394ee7c2a5e7,47,Male,Chicago,35888,14,2023-08-07
f7839006ad213dc0,66,Male,Phoenix,53395,12,2023-10-06
31beb38d91f80f79,72,Male,New York,88932,1,2024-08-31
c3bed7fd4a63db02,22,Male,Chicago,20000,18,2023-04-09
66ed13448f78057b,33,Female,Phoenix,22830,1,2024-08-31
3a2bb5828084c106,31,Female,Dallas,43609,1,2024-08-31
594fb571aec6ef86,42,Female,New York,70114,34,2021-12-15
0fb224a91de7fb5b,66,Male,New York,84063,29,2022-05-14
06b5270c3238362f,49,Male,San Diego,74250,10,2023-12-05
6889d7dfc9be00ff,29,Male,New York,32801,9,2024-01-04
d29ed61b989575ca,30,Female,Houston,34338,27,2022-07-13
c021dd83812c4e8f,37,Female,Philadelphia,81682,19,2023-03-10
7f637a28dc6a35a8,36,Male,Houston,34373,20,2023-02-08
ef0eccf4ee8e4eee,49,Male,New York,67452,10,2023-12-05
00c8eb602ca07505,36,Male,New York,49657,54,2020-04-24
8ba400400af6e98a,53,Male,San Jose,84249,16,2023-06-08
0abbf32476d1ec0d,46,Male,San Antonio,71232,5,2024-05-03
0c9e19be66462560,18,Male,Houston,30721,8,2024-02-03
4d404680cb3102f4,53,Male,Houston,58161,11,2023-11-05
4ee9037dc4fa8870,71,Male,Phoenix,97051,2,2024-08-01
e7d1a1038365425f,58,Female,Los Angeles,88289,12,2023-10-06
4eaedb4cac20817a,48,Male,Dallas,63657,60,2019-10-27
f430ce0ff745ad72,52,Female,New York,70670,36,2021-10-16
bbce839de493d26e,49,Male,New York,80512,24,2022-10-11
bd5c35142706d5a9,54,Female,Los Angeles,39829,30,2022-04-14
3f7b30a293f75aa6,18,Female,Chicago,27200,6,2024-04-03
f45fbbb952151b69,52,Male,New York,28737,18,2023-04-09
7c9aca82f2f2d9d3,44,Male,New York,77134,37,2021-09-16
966ed9640d83281d,67,Female,San Jose,96201,33,2022-01-14
41b92410cb27bdc0,36,Female,Chicago,41822,33,2022-01-14
05dd179b1b785652,37,Female,New York,39674,6,2024-04-03
1e8b0a3ad986fe62,61,Female,Houston,94389,42,2021-04-19
06fd3451f76566c1,51,Male,Houston,55566,16,2023-06-08
922d0dec1f048950,55,Female,New York,59217,60,2019-10-27
40782170a4ceef91,30,Female,Houston,46672,13,2023-09-06
beba99b50a0cdb18,32,Male,San Antonio,30392,9,2024-01-04
e3b85f403916098b,80,Male,New York,113697,9,2024-01-04
6091e4c7ad0254be,49,Male,Los Angeles,89499,47,2020-11-20
93b707ba610d675c,22,Female,Los Angeles,20000,6,2024-04-03
9c0f03c4c5272490,39,Female,New York,66942,1,2024-08-31
a3e098fbbecf29fb,31,Male,New York,70184,17,2023-05-09
969e48e3f2f5b122,30,Other,Chicago,40845,21,2023-01-09
5bc28426c2a49bee,44,Male,New York,63224,1,2024-08-31
b21b0edc0a1e1569,46,Male,Phoenix,66402,18,2023-04-09
be6bbfb542bc3fce,18,Female,New York,20000,4,2024-06-02
a5feeec56c2ea862,29,Female,Chicago,57886,38,2021-08-17
972f8b223eec9c78,49,Female,New York,56172,6,2024-04-03
aa3839c8e01f3ff8,43,Male,Houston,48044,6,2024-04-03
afac2075b097112a,54,Female,San Antonio,40224,12,2023-10-06
98e0e6a54484a066,37,Male,New York,38138,24,2022-10-11
c801e397e94fe215,46,Female,Dallas,65450,23,2022-11-10
312a868130472c03,31,Female,New York,25055,23,2022-11-10
0ff5b68dc15d2f28,18,Male,Dallas,55446,34,2021-12-15
7efb5b0a3a3e6e63,41,Male,Chicago,58745,17,2023-05-09
ae3c96b3fadf1a11,30,Male,Houston,63911,13,2023-09-06
f4a9696846955b01,22,Male,New York,45125,58,2019-12-26
80e0e72988f6ff41,30,Male,Chicago,43504,30,2022-04-14
421b6dffab174887,35,Male,Phoenix,32211,6,2024-04-03
de2f549f50b81451,80,Female,Los Angeles,91637,35,2021-11-15
29ca721dd5a0dd0f,36,Female,New York,61591,11,2023-11-05
4dfefc1a1e6abad2,54,Female,Houston,56930,60,2019-10-27
e540320e6d572304,49,Female,New York,74844,1,2024-08-31
f4bdd119019e20b9,45,Female,New York,71617,23,2022-11-10
88d4e7e9efa83f0f,41,Female,Los Angeles,89954,6,2024-04-03
9f609a5085cf0df2,56,Other,Philadelphia,54057,28,2022-06-13
608e0c062f19a18e,52,Female,Phoenix,72667,24,2022-10-11
4a492b5599051c54,40,Male,San Jose,31759,60,2019-10-27
37b3c90bdde30b65,43,Other,Chicago,46182,15,2023-07-08
36ddcc4fd592c185,48,Other,Dallas,50800,15,2023-07-08
556a1dea0452c6a1,40,Female,Houston,37645,25,2022-09-11
e9e1dbf7c917bc0e,35,Male,Phoenix,37014,9,2024-01-04
c61a22ee630facd3,63,Female,Chicago,41175,26,2022-08-12
b181d8f7d33ca031,55,Female,New York,82999,1,2024-08-31
3d10a05ed72c67a1,35,Female,New York,33546,1,2024-08-31
48c7d1f263857abb,34,Female,San Diego,20000,60,2019-10-27
26b610dabefedcb4,38,Female,Phoenix,34230,1,2024-08-31
3efc2011745eaf83,53,Female,Houston,51215,7,2024-03-04
25865a1d7d1b5e17,27,Female,San Antonio,29765,7,2024-03-04
852ce8c4a6cd50fa,54,Other,Philadelphia,65009,1,2024-08-31
4692d72c24b5ccdb,34,Female,New York,67287,1,2024-08-31
b6f20ac367cd0a9a,32,Female,Los Angeles,39441,1,2024-08-31
e0073924ac9cc559,43,Female,Chicago,30252,7,2024-03-04
551a3ff6d230db36,53,Male,San Antonio,66355,6,2024-04-03
9ccc168bd9d17832,18,Male,Chicago,20000,1,2024-08-31
0e52fe8d0c1330f3,46,Female,Chicago,63158,2,2024-08-01
078890bc9cfe36ab,21,Female,Chicago,23579,2,2024-08-01
1a50c8cc6cf0250d,55,Female,Houston,60138,18,2023-04-09
17db1bab7bfc5cda,45,Female,San Antonio,50564,48,2020-10-21
578e60e3d5ea5f84,24,Female,New York,30760,28,2022-06-13
0d948130528d68f1,39,Male,Philadelphia,51450,4,2024-06-02
cecb0e2361db767c,65,Male,New York,94570,2,2024-08-01
a583b7fb78095bbc,27,Male,New York,51370,40,2021-06-18
02444a0e94bf5cb4,45,Female,San Jose,63811,10,2023-12-05
bab5abb3558e50b5,50,Female,New York,58554,35,2021-11-15
c91bacd6a30aa469,58,Male,Houston,46602,10,2023-12-05
bf48e7373f32cceb,72,Female,Los Angeles,74522,1,2024-08-31
070707d13f017b3b,59,Male,New York,72729,4,2024-06-02
8e785a0cf440e506,43,Female,New York,87735,43,2021-03-20
86fb371c8cfa0ae5,22,Female,New York,60172,13,2023-09-06
456552f2836521f6,18,Male,Phoenix,20424,32,2022-02-13
a10a26df490257ce,23,Female,Los Angeles,66787,60,2019-10-27
81779d35b9b222b1,39,Female,New York,37700,38,2021-08-17
8573f0f0649f3bf4,60,Female,New York,92262,3,2024-07-02
3b228c035f9aecaa,21,Female,New York,35956,20,2023-02-08
375ed28e27e80876,20,Other,New York,79403,14,2023-08-07
afa89c88ef1414eb,60,Female,San Diego,85940,30,2022-04-14
6353d82bf503f2c0,38,Other,New York,51935,16,2023-06-08
63a84b28fad4ef93,38,Male,Chicago,51043,2,2024-08-01
02a63ffa0ada161c,26,Female,Phoenix,30574,38,2021-08-17
d94339c41935a735,43,Female,New York,59656,54,2020-04-24
7800c9377a73041b,69,Female,Phoenix,72360,38,2021-08-17
68ed82beb8916387,73,Female,Houston,70921,36,2021-10-16
280e1a9c2a20c1d4,48,Female,New York,112758,1,2024-08-31
ed23871c3726d3ac,37,Other,Los Angeles,61874,4,2024-06-02
62206b36783a6029,41,Female,Phoenix,76507,6,2024-04-03
aba32a2cf4171a25,42,Male,Phoenix,48450,1,2024-08-31
8310600479b451c4,49,Male,San Jose,67902,12,2023-10-06
52523eeb20952ca3,18,Male,San Jose,23066,1,2024-08-31
f0917e4bac8d8ef5,80,Male,Los Angeles,102939,22,2022-12-10
d6c9561d92fd0f13,28,Male,Los Angeles,21065,43,2021-03-20
cb9bdf4f85088c16,48,Female,New York,56830,6,2024-04-03
d7b577bb0c3fa025,18,Male,Los Angeles,42814,2,2024-08-01
d16e1d95f8c69201,65,Female,New York,123067,25,2022-09-11
4bee5ca54629c196,54,Male,Philadelphia,42119,3,2024-07-02
b53aef260b7cc3cd,18,Male,New York,33688,17,2023-05-09
979e29ad5cab4855,28,Male,Houston,44362,60,2019-10-27
c538bbb01424059c,22,Female,Los Angeles,20000,18,2023-04-09
e1fff2dda522b794,34,Female,Chicago,76633,18,2023-04-09
1c659901e95c26c1,40,Female,Dallas,47041,1,2024-08-31
85c28e1d59de216e,32,Male,New York,43093,21,2023-01-09
ebaa2bf4818336c2,34,Female,New York,20000,9,2024-01-04
85d2d906e134b10b,44,Male,Chicago,28254,3,2024-07-02
f3353a4deab01cfc,58,Male,Phoenix,44081,60,2019-10-27
4e3fbd76d0dd5cd9,31,Male,San Jose,66721,7,2024-03-04
00c640501c8e0017,44,Female,Houston,56274,48,2020-10-21
66746220e63aa6a1,44,Female,New York,74799,25,2022-09-11
40346e9f8656a445,54,Male,New York,111839,22,2022-12-10
5b16b9336df89934,41,Female,Philadelphia,55998,20,2023-02-08
7152052fe4f8d0d0,46,Female,Dallas,40619,13,2023-09-06
01f7c985aeeff586,52,Male,San Antonio,60057,3,2024-07-02
c0170409aa7f7457,22,Female,Los Angeles,20000,14,2023-08-07
b73f9e77bcd1c67b,22,Male,Houston,24185,26,2022-08-12
f446e7115b49ba30,80,Female,San Antonio,72085,58,2019-12-26
5dda9f210c61f628,18,Male,Los Angeles,39077,19,2023-03-10
4ec03dd509225831,38,Female,New York,67445,60,2019-10-27
06504526ab1e1606,41,Male,New York,44388,8,2024-02-03
6c0923b8f57fa3ad,78,Male,Phoenix,88049,12,2023-10-06
2f554980956be0c8,43,Male,San Diego,80173,38,2021-08-17
59e101fa7bdc7465,56,Male,Dallas,50468,13,2023-09-06
9bd2ec8246b7d2e5,35,Female,New York,79150,1,2024-08-31
b7bf1521408f5c85,80,Female,Houston,85795,4,2024-06-02
b1ef0aeadfe86bf0,23,Female,New York,30688,41,2021-05-19
c07de4f31c0738ed,57,Female,New York,90670,13,2023-09-06
95a070a305cece45,40,Female,New York,83198,8,2024-02-03
38e6f1775b43fc16,50,Male,Houston,37750,1,2024-08-31
f1b28d78d478f26e,29,Male,Phoenix,60217,28,2022-06-13
bf44e800e7b61bd0,46,Female,New York,57704,1,2024-08-31
3c54ff3612e88d4e,33,Male,Los Angeles,32134,1,2024-08-31
75317f89aa6bfce8,49,Male,Houston,69281,7,2024-03-04
f541832bca6b931c,48,Male,Los Angeles,102921,26,2022-08-12
f1bc96c2fbf78c9d,52,Female,Los Angeles,103677,1,2024-08-31
34e08cde0e409a02,44,Male,Los Angeles,35513,33,2022-01-14
2d2a2d1b5c9c59ba,33,Male,San Jose,29249,60,2019-10-27
b306cc9c663a5e02,53,Male,New York,52873,37,2021-09-16
f8c6922ef5a8662d,44,Female,Phoenix,46087,1,2024-08-31
e3e1528f4410d4cf,31,Male,Los Angeles,27339,6,2024-04-03
9887c9ef445c5a82,29,Male,Houston,20000,17,2023-05-09
a999390ddbe28d6f,47,Female,Los Angeles,89077,16,2023-06-08
832d0183a74e5ea1,43,Male,San Diego,55794,48,2020-10-21
1c3f11f07baa53eb,36,Female,Los Angeles,45178,1,2024-08-31
467a82b4e3f04ec9,26,Other,Houston,56096,41,2021-05-19
5485c54384e31caf,18,Female,New York,34744,54,2020-04-24
8bb7a41f6070b5ed,42,Male,New York,38379,10,2023-12-05
c22bcd8f26c3dec9,42,Other,Los Angeles,68574,8,2024-02-03
c82c1a13d3e713b8,36,Female,New York,70056,1,2024-08-31
2eee9c1ea255a097,22,Female,New York,20000,5,2024-05-03
5bc39aeadf946328,33,Male,New York,46586,2,2024-08-01
074c3c4329ad1676,42,Other,San Antonio,34442,22,2022-12-10
88f7b20482f5c395,49,Male,New York,115869,52,2020-06-23
b2b35264721cbc72,22,Female,Chicago,58719,4,2024-06-02
fef9d820bee0d9a4,33,Male,New York,20000,34,2021-12-15
8c837d2d081e89ac,48,Male,San Antonio,32486,23,2022-11-10
456194fa5e92821d,21,Female,Chicago,23063,7,2024-03-04
688f3f597d3a46c2,52,Female,Houston,38625,47,2020-11-20
83f13158b41dd960,46,Female,San Antonio,37295,1,2024-08-31
77103ff5075e8742,40,Female,San Antonio,44901,16,2023-06-08
793d2d4897cab14b,46,Female,New York,83710,17,2023-05-09
94e7666026104260,72,Male,New York,97822,30,2022-04-14
c93bbba9d7650bf3,40,Male,Chicago,53913,11,2023-11-05
6604e86ac545d39e,25,Female,San Antonio,20000,1,2024-08-31
81da7760b303b082,51,Male,New York,98887,3,2024-07-02
14f7c773e56bdee4,51,Female,New York,97200,60,2019-10-27
5ae90c72e7cea694,40,Male,Chicago,34754,60,2019-10-27
d9cd32c450027bc4,50,Male,Los Angeles,86025,60,2019-10-27
a920f7653d23958b,54,Male,New York,34914,7,2024-03-04
1ca2d8cf3cca0064,23,Female,New York,66341,18,2023-04-09
344d5b5c21644b7d,38,Female,Phoenix,66604,35,2021-11-15
0b2e4e6360bf1a09,29,Female,Phoenix,49818,2,2024-08-01
535255179a2c5531,24,Male,Los Angeles,41044,34,2021-12-15
b08769a89089ff09,18,Female,Phoenix,29617,49,2020-09-21
e0bfcd6fa7ed6011,24,Female,San Antonio,28175,32,2022-02-13
8298fa5f097010fd,61,Male,Chicago,63863,31,2022-03-15
2f92ae4f6159bf70,46,Male,Philadelphia,77933,1,2024-08-31
ff2958a527fa7dce,54,Female,Philadelphia,74305,44,2021-02-18
7f3947fc483703ba,29,Female,San Diego,20000,21,2023-01-09
732fa8e152ea15bf,36,Male,Los Angeles,45867,49,2020-09-21
f2b0c1354016d56c,33,Female,Chicago,49245,19,2023-03-10
afb5dde523dd8a73,66,Male,Los Angeles,110204,24,2022-10-11
850fa0ceb4bb9bcd,39,Female,Phoenix,38001,37,2021-09-16
4937e1c40eb0332e,28,Female,New York,43489,11,2023-11-05
7dcfe4bb922daf3a,64,Other,Dallas,76262,24,2022-10-11
f0be3a1b9b8cef67,22,Female,San Jose,46147,33,2022-01-14
7d2c1f1c0b4183ff,46,Other,New York,41274,28,2022-06-13
d71b5b1c0f682ffc,67,Female,Philadelphia,84234,1,2024-08-31
925f119d8d0943a5,57,Female,New York,75758,38,2021-08-17
88d8f590a3080d86,25,Male,Phoenix,33084,16,2023-06-08
93b0bceeaaa82ff4,55,Male,Houston,71271,3,2024-07-02
a98d2f5fd553422e,41,Male,New York,78772,1,2024-08-31
094ca94af42309b4,47,Male,New York,64848,34,2021-12-15
5932d320b0e1b145,34,Male,San Diego,48978,3,2024-07-02
d50490af0be44956,18,Female,New York,20000,26,2022-08-12
772a5ab592610617,59,Female,Houston,57146,16,2023-06-08
6a4a3d2e5c1c39e6,53,Male,Chicago,43104,14,2023-08-07
5b7c9ce29abe20f7,32,Male,Phoenix,62357,18,2023-04-09
77bc597b5cce6b9d,48,Male,Phoenix,61176,18,2023-04-09
1f6bc6f1536523e3,25,Male,Dallas,20000,45,2021-01-19
860c529ab29b8f6f,66,Male,Philadelphia,67710,2,2024-08-01
1bc15691f172cdbe,32,Female,New York,52411,7,2024-03-04
e93fe766220af63c,46,Female,San Diego,55906,6,2024-04-03
cc6e8bd1f71e4c96,55,Female,Chicago,64275,2,2024-08-01
4c0af380162aeccb,29,Male,New York,46437,4,2024-06-02
6f1794e4b2503b7f,55,Female,Houston,49577,38,2021-08-17
40e3647de5f9ed09,18,Female,New York,59735,22,2022-12-10
8c7006619c926c67,80,Male,Los Angeles,98810,31,2022-03-15
669647c77bfcdba2,39,Female,New York,38157,51,2020-07-23
c4967c8f53271b2b,41,Male,Phoenix,50299,9,2024-01-04
6d5b0ccdc86e0a01,39,Male,New York,80061,19,2023-03-10
96e81bde8b49c69a,34,Male,San Jose,71652,9,2024-01-04
cd0727d9ce4b040d,44,Female,New York,91733,15,2023-07-08
f64174b73ee285d7,22,Male,San Antonio,44502,50,2020-08-22
f5e5e895c64ed8f8,54,Male,New York,87101,3,2024-07-02
14961cba003065be,66,Female,Houston,63565,10,2023-12-05
d8cd18faa3840fad,48,Male,New York,77657,32,2022-02-13
d7d01fdd616158db,59,Male,New York,59773,46,2020-12-20
5faab897276499e4,34,Female,Phoenix,51739,17,2023-05-09
f73c6958ab28284a,33,Female,Los Angeles,46938,34,2021-12-15
1b0a344be12554ab,47,Female,Houston,60537,7,2024-03-04
155c0c1af3e78d0d,52,Male,Los Angeles,102837,14,2023-08-07
43f41b24309fcf8c,27,Male,San Antonio,29381,15,2023-07-08
09976a5b4de6c985,35,Other,New York,55365,29,2022-05-14
b264b6aa86700b4f,44,Female,New York,72221,60,2019-10-27
c26ff7af38fdd9c5,72,Female,Houston,87334,14,2023-08-07
bc39517982ee2484,18,Female,New York,49301,6,2024-04-03
a835175e9f75e4ba,48,Female,San Diego,77610,4,2024-06-02
946df522a2eb0e0c,60,Male,Los Angeles,78384,7,2024-03-04
ebc0bbd8673fe372,30,Female,Houston,40140,2,2024-08-01
8f124b3eb9d55de3,34,Female,New York,56180,60,2019-10-27
ed6c15fc17dbad8b,34,Female,Los Angeles,55698,3,2024-07-02
3c93f3570c3051a6,63,Female,Phoenix,58830,3,2024-07-02
d8f3ec808708aa50,38,Female,Dallas,20000,22,2022-12-10
8e3301266bf5ee7b,40,Male,Los Angeles,53801,1,2024-08-31
46d58555fa38e5b8,39,Male,Los Angeles,27489,23,2022-11-10
b4adf9b164648e36,19,Male,Chicago,46420,1,2024-08-31
9a534324df7df93c,34,Male,Los Angeles,65318,5,2024-05-03
df33d04a4566da5e,33,Female,Chicago,60286,50,2020-08-22
82f3bc8eec25fde1,41,Female,San Jose,90359,3,2024-07-02
9d358b6d95179e25,36,Female,San Diego,31679,26,2022-08-12
1cd793f07440f7de,55,Female,San Antonio,46317,1,2024-08-31
e92760a191cb3eb6,44,Female,New York,54051,11,2023-11-05
7693f8a788125dd7,28,Male,Philadelphia,35066,1,2024-08-31
00547011301d3195,49,Female,Phoenix,49661,10,2023-12-05
22df5963a8863287,45,Female,Phoenix,59834,3,2024-07-02
15dadf1298ceef27,42,Male,New York,49436,13,2023-09-06
733ca52f62428fb7,29,Male,Dallas,37256,39,2021-07-18
918329b14697486a,62,Male,Los Angeles,75704,45,2021-01-19
5df0cdc464372199,24,Male,Philadelphia,51016,14,2023-08-07
1b144c7ffe2bfacd,46,Female,Los Angeles,67565,9,2024-01-04
79583f722c855a2a,57,Male,New York,101530,13,2023-09-06
5bffe6345ed761ca,39,Female,Los Angeles,63910,1,2024-08-31
de39881141704f8d,43,Female,Chicago,74745,19,2023-03-10
bb82b6268afe76da,29,Female,New York,58709,16,2023-06-08
84f2aaec2c94a98c,18,Male,New York,20000,16,2023-06-08
d9eb1a3e2129531c,40,Female,Houston,51034,42,2021-04-19
4383a7adc3e2c8a4,45,Male,New York,51910,60,2019-10-27
2ec0f9996b459580,80,Male,New York,68270,43,2021-03-20
48f37f768267dde2,29,Female,Phoenix,44794,6,2024-04-03
ca36d9280eaafcb9,18,Female,New York,53584,14,2023-08-07
011cecd42af5edd8,58,Female,New York,118787,12,2023-10-06
5ac7b3a6e1763969,48,Female,New York,85035,21,2023-01-09
361ad14c0f2f481a,33,Male,Philadelphia,20000,19,2023-03-10
530512acca408272,32,Female,Dallas,54297,3,2024-07-02
d30df8c2660f6eea,41,Female,Houston,54257,11,2023-11-05
708487a56d7595b5,80,Male,Houston,93952,60,2019-10-27
5d18fcd8ee0379df,57,Other,Los Angeles,77458,42,2021-04-19
87fdcc45641b86c4,61,Male,San Jose,98178,1,2024-08-31
e35bc3a10b78bf94,59,Female,New York,77653,51,2020-07-23
205e6877a0bb2c99,52,Female,Dallas,44264,1,2024-08-31
155ce0711f35dc5d,30,Male,Los Angeles,54846,39,2021-07-18
d75b9879a3c66bd6,45,Female,San Jose,108484,5,2024-05-03
4a6cb6e3c6443b2b,33,Male,Philadelphia,57591,43,2021-03-20
90ae422b083a0bbf,44,Female,New York,68872,12,2023-10-06
3da384461c4b96f6,39,Male,New York,46314,10,2023-12-05
7917b85669f34631,58,Female,New York,117268,2,2024-08-01
032ac48754d8c133,35,Female,San Antonio,36277,29,2022-05-14
2bebcaecadc36f39,48,Female,New York,55467,47,2020-11-20
f3815ad5855c5a94,30,Male,New York,42298,21,2023-01-09
1348a3a334b06f8e,19,Male,New York,45066,12,2023-10-06
8dfa891e3d279e6d,18,Female,Houston,32757,1,2024-08-31
af4bf6fc4211a4e0,18,Male,New York,74112,8,2024-02-03
681156c694995f47,31,Male,San Diego,73319,41,2021-05-19
c2336ca948b89c6f,29,Male,Chicago,61177,1,2024-08-31
a456f8a9ecb66caf,55,Female,Los Angeles,75283,9,2024-01-04
190b30c9827cfaec,32,Male,New York,47637,44,2021-02-18
4466ba1e0ce9c3e1,54,Female,Los Angeles,73285,11,2023-11-05
676469dd323b3f6c,30,Male,Chicago,49198,60,2019-10-27
70a4aa58fda7c499,56,Other,Philadelphia,82889,60,2019-10-27
8ed0f5db990ee882,32,Female,Houston,36458,1,2024-08-31
35136766181d5e5a,18,Female,Chicago,32502,2,2024-08-01
5e3c55a6ce362827,20,Male,Philadelphia,20000,12,2023-10-06
c56ac8773dfb869a,66,Male,San Diego,67936,31,2022-03-15
cc00327e11b28d13,52,Female,New York,53458,3,2024-07-02
23e28463fae85cc0,47,Other,New York,57703,27,2022-07-13
ee019d3abf2cfbe0,29,Male,Houston,41114,41,2021-05-19
f7602b2d1e543b06,28,Female,New York,51376,58,2019-12-26
