customer_id,plan_type,monthly_data_gb,monthly_minutes,ott_usage_hours,arpu,data_allowance_gb,minutes_allowance
66746220e63aa6a1,Premium,53.03,1384,29.0,106.22,50,2000
40346e9f8656a445,Standard,4.47,961,12.6,60.39,10,1000
5b16b9336df89934,Basic,2.01,265,0.3,32.42,2,500
7152052fe4f8d0d0,Basic,0.66,152,6.2,39.81,2,500
01f7c985aeeff586,Unlimited,440.76,5299,9.9,106.96,999,9999
c0170409aa7f7457,Standard,7.08,983,16.3,52.58,10,1000
b73f9e77bcd1c67b,Basic,0.78,304,9.3,28.88,2,500
f446e7115b49ba30,Premium,35.66,1960,3.5,101.93,50,2000
5dda9f210c61f628,Standard,15.69,258,16.7,105.3,10,1000
4ec03dd509225831,Premium,43.17,1849,4.2,80.02,50,2000
06504526ab1e1606,Premium,19.07,972,18.2,93.99,50,2000
6c0923b8f57fa3ad,Premium,14.42,1543,1.2,76.37,50,2000
2f554980956be0c8,Premium,29.72,1035,15.5,79.92,50,2000
59e101fa7bdc7465,Unlimited,387.22,6171,3.4,102.22,999,9999
9bd2ec8246b7d2e5,Standard,3.15,901,8.5,47.23,10,1000
b7bf1521408f5c85,Unlimited,716.52,4855,0.4,95.0,999,9999
b1ef0aeadfe86bf0,Unlimited,1952.36,2859,5.4,9628.56,999,9999
c07de4f31c0738ed,Standard,2.97,304,16.1,49.16,10,1000
95a070a305cece45,Premium,23.55,592,9.7,75.0,50,2000
38e6f1775b43fc16,Basic,0.7,221,1.0,37.18,2,500
f1b28d78d478f26e,Standard,6.41,555,1.2,59.82,10,1000
bf44e800e7b61bd0,Standard,11.35,1103,8.7,66.98,10,1000
3c54ff3612e88d4e,Standard,4.13,337,32.4,58.18,10,1000
75317f89aa6bfce8,Standard,3.18,767,11.7,45.0,10,1000
f541832bca6b931c,Standard,8.73,475,25.8,78.85,10,1000
f1bc96c2fbf78c9d,Standard,2.89,353,3.1,57.08,10,1000
34e08cde0e409a02,Basic,1.61,643,26.1,25.0,2,500
2d2a2d1b5c9c59ba,Standard,14.6,629,62.6,95.19,10,1000
b306cc9c663a5e02,Premium,40.2,644,14.8,87.89,50,2000
f8c6922ef5a8662d,Premium,68.07,1494,9.5,266.98,50,2000
e3e1528f4410d4cf,Basic,2.25,339,15.2,27.49,2,500
9887c9ef445c5a82,Basic,2.77,455,5.9,41.44,2,500
a999390ddbe28d6f,Basic,0.65,166,50.0,25.0,2,500
832d0183a74e5ea1,Basic,2.31,106,12.8,37.6,2,500
1c3f11f07baa53eb,Standard,3.71,220,58.7,45.33,10,1000
467a82b4e3f04ec9,Premium,38.53,2324,25.7,75.0,50,2000
5485c54384e31caf,Unlimited,611.91,9654,15.4,111.09,999,9999
8bb7a41f6070b5ed,Basic,0.88,142,1.2,25.0,2,500
c22bcd8f26c3dec9,Basic,1.5,526,8.6,25.0,2,500
c82c1a13d3e713b8,Premium,33.71,1725,22.2,94.33,50,2000
2eee9c1ea255a097,Basic,0.77,144,5.8,25.0,2,500
5bc39aeadf946328,Basic,1.23,558,29.7,37.04,2,500
074c3c4329ad1676,Premium,50.14,946,33.0,78.19,50,2000
88f7b20482f5c395,Premium,43.46,1104,0.6,75.0,50,2000
b2b35264721cbc72,Standard,8.45,1065,35.1,45.0,10,1000
fef9d820bee0d9a4,Standard,2.97,216,25.6,47.61,10,1000
8c837d2d081e89ac,Basic,0.52,566,6.0,31.97,2,500
456194fa5e92821d,Basic,4.27,445,11.7,62.69,2,500
688f3f597d3a46c2,Basic,1.99,254,7.0,37.01,2,500
83f13158b41dd960,Basic,1.4,307,13.0,37.04,2,500
77103ff5075e8742,Basic,1.5,317,25.6,39.44,2,500
793d2d4897cab14b,Standard,6.44,782,5.4,54.0,10,1000
94e7666026104260,Standard,3.03,635,25.8,63.44,10,1000
c93bbba9d7650bf3,Unlimited,856.3,7398,12.8,98.93,999,9999
6604e86ac545d39e,Basic,1.77,162,10.1,25.0,2,500
81da7760b303b082,Premium,12.84,781,6.3,75.0,50,2000
14f7c773e56bdee4,Basic,2.94,289,26.9,34.38,2,500
5ae90c72e7cea694,Basic,1.31,394,13.6,25.0,2,500
d9cd32c450027bc4,Premium,17.99,1846,0.9,75.0,50,2000
a920f7653d23958b,Standard,14.68,207,5.0,107.67,10,1000
1ca2d8cf3cca0064,Premium,56.95,749,30.5,151.4,50,2000
344d5b5c21644b7d,Basic,0.66,342,8.3,25.0,2,500
0b2e4e6360bf1a09,Premium,46.11,533,3.3,75.38,50,2000
535255179a2c5531,Standard,13.13,657,19.8,76.32,10,1000
b08769a89089ff09,Unlimited,1156.88,5727,58.1,1677.66,999,9999
e0bfcd6fa7ed6011,Premium,65.3,1277,0.3,227.99,50,2000
8298fa5f097010fd,Standard,4.22,670,1.7,45.0,10,1000
2f92ae4f6159bf70,Standard,9.99,456,40.1,72.91,10,1000
ff2958a527fa7dce,Premium,46.17,2558,11.5,75.0,50,2000
7f3947fc483703ba,Basic,1.6,397,3.1,26.02,2,500
732fa8e152ea15bf,Premium,12.23,549,38.6,75.0,50,2000
f2b0c1354016d56c,Premium,8.25,690,41.0,77.7,50,2000
afb5dde523dd8a73,Premium,57.95,1853,3.8,161.54,50,2000
850fa0ceb4bb9bcd,Standard,3.22,437,4.2,62.56,10,1000
4937e1c40eb0332e,Basic,1.99,222,3.0,40.48,2,500
7dcfe4bb922daf3a,Basic,0.29,221,9.4,52.74,2,500
f0be3a1b9b8cef67,Premium,55.9,1467,16.4,160.7,50,2000
7d2c1f1c0b4183ff,Premium,14.44,654,7.1,88.45,50,2000
d71b5b1c0f682ffc,Premium,19.51,414,1.9,75.0,50,2000
925f119d8d0943a5,Standard,5.95,654,13.3,60.35,10,1000
88d8f590a3080d86,Standard,5.43,1091,2.6,64.53,10,1000
93b0bceeaaa82ff4,Standard,8.91,322,1.5,45.0,10,1000
a98d2f5fd553422e,Basic,1.45,475,0.0,25.0,2,500
094ca94af42309b4,Standard,5.05,760,8.3,57.17,10,1000
5932d320b0e1b145,Standard,5.01,711,30.7,45.0,10,1000
d50490af0be44956,Premium,49.59,556,1.2,80.45,50,2000
772a5ab592610617,Basic,1.94,78,4.7,25.0,2,500
6a4a3d2e5c1c39e6,Standard,4.41,552,7.9,49.63,10,1000
5b7c9ce29abe20f7,Premium,56.3,1199,10.7,137.95,50,2000
77bc597b5cce6b9d,Unlimited,555.52,7855,0.9,95.0,999,9999
1f6bc6f1536523e3,Standard,10.72,341,4.6,70.21,10,1000
860c529ab29b8f6f,Standard,4.57,629,2.6,45.0,10,1000
1bc15691f172cdbe,Standard,5.58,710,19.6,45.0,10,1000
e93fe766220af63c,Standard,6.7,305,4.1,45.0,10,1000
cc6e8bd1f71e4c96,Basic,1.51,489,15.0,27.23,2,500
4c0af380162aeccb,Standard,17.29,427,27.6,118.27,10,1000
6f1794e4b2503b7f,Standard,4.0,860,2.6,49.47,10,1000
40e3647de5f9ed09,Standard,3.32,1128,44.0,48.07,10,1000
8c7006619c926c67,Premium,3.55,1482,8.3,75.0,50,2000
669647c77bfcdba2,Standard,10.08,132,0.4,45.76,10,1000
c4967c8f53271b2b,Standard,7.52,579,14.4,53.37,10,1000
6d5b0ccdc86e0a01,Premium,74.01,1104,21.1,315.09,50,2000
96e81bde8b49c69a,Premium,16.67,2152,28.1,75.0,50,2000
cd0727d9ce4b040d,Premium,26.45,897,11.2,86.18,50,2000
f64174b73ee285d7,Unlimited,642.42,5563,21.8,96.54,999,9999
f5e5e895c64ed8f8,Standard,4.77,465,6.4,45.0,10,1000
14961cba003065be,Basic,1.42,189,7.8,40.86,2,500
d8cd18faa3840fad,Premium,50.23,467,9.6,78.97,50,2000
d7d01fdd616158db,Standard,7.02,840,8.9,45.0,10,1000
5faab897276499e4,Premium,55.12,1050,8.9,138.77,50,2000
f73c6958ab28284a,Basic,1.62,281,5.3,44.18,2,500
1b0a344be12554ab,Unlimited,925.64,9812,40.2,128.37,999,9999
155c0c1af3e78d0d,Unlimited,388.98,10020,2.8,108.14,999,9999
43f41b24309fcf8c,Standard,9.94,783,11.8,45.0,10,1000
09976a5b4de6c985,Basic,0.58,241,13.4,25.0,2,500
b264b6aa86700b4f,Premium,33.14,1654,17.5,92.18,50,2000
c26ff7af38fdd9c5,Premium,47.54,2172,2.3,75.0,50,2000
bc39517982ee2484,Standard,10.91,728,31.0,64.92,10,1000
a835175e9f75e4ba,Unlimited,994.3,8237,7.7,103.12,999,9999
946df522a2eb0e0c,Standard,6.1,517,0.0,45.0,10,1000
ebc0bbd8673fe372,Basic,1.43,130,3.8,38.57,2,500
8f124b3eb9d55de3,Premium,51.8,371,13.4,95.83,50,2000
ed6c15fc17dbad8b,Unlimited,854.32,4633,1.5,95.0,999,9999
3c93f3570c3051a6,Standard,3.68,237,5.4,54.16,10,1000
d8f3ec808708aa50,Standard,6.87,828,1.8,45.0,10,1000
8e3301266bf5ee7b,Premium,51.76,623,9.8,95.15,50,2000
46d58555fa38e5b8,Basic,1.61,292,15.6,29.52,2,500
b4adf9b164648e36,Standard,10.8,309,25.4,63.06,10,1000
9a534324df7df93c,Standard,4.1,467,12.7,47.87,10,1000
df33d04a4566da5e,Standard,2.53,637,46.9,52.72,10,1000
82f3bc8eec25fde1,Premium,45.2,1702,31.2,84.76,50,2000
9d358b6d95179e25,Standard,6.07,804,15.6,45.0,10,1000
1cd793f07440f7de,Basic,0.98,553,0.9,25.0,2,500
e92760a191cb3eb6,Premium,35.43,705,5.5,75.0,50,2000
7693f8a788125dd7,Basic,3.06,319,12.2,39.58,2,500
00547011301d3195,Basic,1.44,193,6.5,25.0,2,500
22df5963a8863287,Premium,74.15,1746,6.0,323.34,50,2000
15dadf1298ceef27,Basic,0.97,102,53.3,45.11,2,500
733ca52f62428fb7,Basic,2.34,158,8.4,42.24,2,500
918329b14697486a,Premium,11.26,1036,16.8,83.63,50,2000
5df0cdc464372199,Unlimited,818.83,2859,42.9,95.0,999,9999
1b144c7ffe2bfacd,Standard,7.23,538,8.0,62.02,10,1000
79583f722c855a2a,Basic,1.55,296,14.7,25.0,2,500
5bffe6345ed761ca,Standard,9.38,259,23.4,70.02,10,1000
de39881141704f8d,Standard,17.38,660,44.4,118.78,10,1000
bb82b6268afe76da,Standard,17.17,921,1.6,123.94,10,1000
84f2aaec2c94a98c,Basic,2.68,471,4.2,31.75,2,500
d9eb1a3e2129531c,Basic,1.01,364,3.1,38.45,2,500
4383a7adc3e2c8a4,Unlimited,862.17,3628,12.1,100.48,999,9999
2ec0f9996b459580,Standard,9.04,581,7.6,45.0,10,1000
48f37f768267dde2,Basic,1.58,194,13.0,28.04,2,500
ca36d9280eaafcb9,Standard,7.51,400,4.3,57.51,10,1000
011cecd42af5edd8,Unlimited,986.74,8571,18.2,107.37,999,9999
5ac7b3a6e1763969,Standard,7.77,421,2.0,45.0,10,1000
361ad14c0f2f481a,Standard,7.64,408,13.5,45.0,10,1000
530512acca408272,Standard,6.08,271,8.1,50.95,10,1000
d30df8c2660f6eea,Unlimited,356.69,4735,9.7,96.27,999,9999
708487a56d7595b5,Premium,42.17,1161,10.8,75.0,50,2000
5d18fcd8ee0379df,Standard,14.0,597,4.3,92.41,10,1000
87fdcc45641b86c4,Basic,1.59,263,10.8,45.35,2,500
e35bc3a10b78bf94,Basic,2.84,170,5.3,62.23,2,500
205e6877a0bb2c99,Basic,1.51,255,26.8,39.97,2,500
155ce0711f35dc5d,Premium,42.72,313,7.4,75.87,50,2000
d75b9879a3c66bd6,Premium,48.54,1575,5.4,82.96,50,2000
4a6cb6e3c6443b2b,Premium,33.94,816,13.6,87.67,50,2000
90ae422b083a0bbf,Premium,27.58,938,9.4,75.0,50,2000
3da384461c4b96f6,Basic,1.64,361,3.8,40.68,2,500
7917b85669f34631,Premium,4.46,1296,4.4,75.0,50,2000
032ac48754d8c133,Basic,2.56,368,1.9,31.78,2,500
2bebcaecadc36f39,Standard,1.41,558,13.0,45.0,10,1000
