customer_id,churned,churn_date,churn_probability
e0bfcd6fa7ed6011,0,,0.14
8298fa5f097010fd,0,,0.1
2f92ae4f6159bf70,0,,0.42
ff2958a527fa7dce,0,,0.14
7f3947fc483703ba,0,,0.22
732fa8e152ea15bf,0,,0.215
f2b0c1354016d56c,0,,0.18
afb5dde523dd8a73,1,2022-11-10,0.595
850fa0ceb4bb9bcd,0,,0.1
4937e1c40eb0332e,0,,0.18
7dcfe4bb922daf3a,0,,0.205
f0be3a1b9b8cef67,0,,0.06
7d2c1f1c0b4183ff,0,,0.075
d71b5b1c0f682ffc,0,,0.39
925f119d8d0943a5,0,,0.1
88d8f590a3080d86,0,,0.245
93b0bceeaaa82ff4,0,,0.275
a98d2f5fd553422e,0,,0.505
094ca94af42309b4,0,,0.375
5932d320b0e1b145,0,,0.26
d50490af0be44956,0,,0.305
772a5ab592610617,0,,0.365
6a4a3d2e5c1c39e6,0,,0.21
5b7c9ce29abe20f7,1,2023-05-09,0.15
77bc597b5cce6b9d,0,,0.155
1f6bc6f1536523e3,0,,0.365
860c529ab29b8f6f,1,2024-08-31,0.395
1bc15691f172cdbe,1,2024-04-03,0.55
e93fe766220af63c,1,2024-05-03,0.385
cc6e8bd1f71e4c96,1,2024-08-31,0.52
4c0af380162aeccb,1,2024-07-02,0.39
6f1794e4b2503b7f,1,2022-03-20,0.225
40e3647de5f9ed09,0,,0.1
8c7006619c926c67,0,,0.26
669647c77bfcdba2,0,,0.1
c4967c8f53271b2b,0,,0.385
6d5b0ccdc86e0a01,0,,0.38
96e81bde8b49c69a,1,2024-02-03,0.435
cd0727d9ce4b040d,0,,0.145
f64174b73ee285d7,0,,0.08
f5e5e895c64ed8f8,0,,0.42
14961cba003065be,0,,0.47
d8cd18faa3840fad,0,,0.12
d7d01fdd616158db,0,,0.365
5faab897276499e4,0,,0.7
f73c6958ab28284a,0,,0.1
1b0a344be12554ab,0,,0.2
155c0c1af3e78d0d,0,,0.06
43f41b24309fcf8c,1,2023-08-07,0.255
09976a5b4de6c985,0,,0.315
b264b6aa86700b4f,0,,0.05
c26ff7af38fdd9c5,0,,0.235
bc39517982ee2484,0,,0.37
a835175e9f75e4ba,0,,0.28
946df522a2eb0e0c,1,2024-04-03,0.435
ebc0bbd8673fe372,0,,0.505
8f124b3eb9d55de3,1,2022-10-04,0.205
ed6c15fc17dbad8b,1,2024-08-01,0.33
3c93f3570c3051a6,0,,0.37
d8f3ec808708aa50,0,,0.255
8e3301266bf5ee7b,0,,0.425
46d58555fa38e5b8,0,,0.23
b4adf9b164648e36,0,,0.8
9a534324df7df93c,0,,0.275
df33d04a4566da5e,0,,0.245
82f3bc8eec25fde1,1,2024-08-01,0.725
9d358b6d95179e25,0,,0.49
1cd793f07440f7de,1,2024-09-30,0.62
e92760a191cb3eb6,0,,0.485
7693f8a788125dd7,1,2024-09-30,0.65
00547011301d3195,1,2024-01-04,0.53
22df5963a8863287,1,2024-08-01,0.515
15dadf1298ceef27,0,,0.1
733ca52f62428fb7,1,2022-04-02,0.26
918329b14697486a,1,2022-05-05,0.34
5df0cdc464372199,1,2023-09-06,0.38
1b144c7ffe2bfacd,1,2024-02-03,0.18
79583f722c855a2a,0,,0.285
5bffe6345ed761ca,1,2024-09-30,0.395
de39881141704f8d,0,,0.43
bb82b6268afe76da,0,,0.4
84f2aaec2c94a98c,0,,0.195
d9eb1a3e2129531c,0,,0.13
4383a7adc3e2c8a4,0,,0.27
2ec0f9996b459580,0,,0.13
48f37f768267dde2,0,,0.35
ca36d9280eaafcb9,0,,0.17
011cecd42af5edd8,1,2023-11-05,0.14
5ac7b3a6e1763969,0,,0.34
361ad14c0f2f481a,0,,0.11
530512acca408272,0,,0.48
d30df8c2660f6eea,1,2023-12-05,0.36
708487a56d7595b5,0,,0.1
5d18fcd8ee0379df,0,,0.285
87fdcc45641b86c4,1,2024-09-30,0.405
e35bc3a10b78bf94,0,,0.3
205e6877a0bb2c99,0,,0.25
155ce0711f35dc5d,0,,0.1
d75b9879a3c66bd6,0,,0.285
4a6cb6e3c6443b2b,0,,0.05
90ae422b083a0bbf,0,,0.115
3da384461c4b96f6,0,,0.515
7917b85669f34631,1,2024-08-31,0.49
032ac48754d8c133,0,,0.45
2bebcaecadc36f39,0,,0.245
f3815ad5855c5a94,1,2023-02-08,0.195
1348a3a334b06f8e,0,,0.16
8dfa891e3d279e6d,1,2024-09-30,0.53
af4bf6fc4211a4e0,1,2024-03-04,0.37
681156c694995f47,0,,0.22
c2336ca948b89c6f,0,,0.36
a456f8a9ecb66caf,0,,0.435
190b30c9827cfaec,0,,0.225
4466ba1e0ce9c3e1,0,,0.34
676469dd323b3f6c,0,,0.11
70a4aa58fda7c499,0,,0.065
8ed0f5db990ee882,1,2024-09-30,0.46
35136766181d5e5a,1,2024-08-31,0.8
5e3c55a6ce362827,1,2023-11-05,0.375
c56ac8773dfb869a,0,,0.28
cc00327e11b28d13,0,,0.445
23e28463fae85cc0,1,2022-08-12,0.305
ee019d3abf2cfbe0,0,,0.095
f7602b2d1e543b06,0,,0.1
d9fb822f2037848b,0,,0.1
000472ab50c1c7fc,1,2022-01-31,0.11
f92329c661a380ba,0,,0.33
411ab7be65d1dd21,0,,0.39
09541e378d33d9b2,0,,0.3
aaaafbf97e543472,0,,0.22
4a2fa03cc4d6e4d8,0,,0.085
27bf87cde055f130,1,2022-02-08,0.05
331171c64938fea6,0,,0.115
d9305449e1b0a752,0,,0.1
2b1fbdb57583edcb,1,2022-07-13,0.065
21c75510f7e013a2,0,,0.225
9721a57d560a88d1,1,2022-02-17,0.265
7d73278cc33e8b6f,0,,0.305
a78953af314cf1f1,1,2023-12-26,0.425
94803a0d096076d5,1,2024-09-30,0.55
005b04637a45bd01,1,2023-08-07,0.185
c26c69c78c67bd0b,1,2023-06-27,0.165
d2d2e0015d2ac511,0,,0.35
df25bb48223a986d,1,2024-04-03,0.59
99e5aed16bd6d697,0,,0.49
f0a0d1fe2e2db04a,0,,0.17
8569dc57961b313e,0,,0.245
f9ffd07af9dd5ff2,0,,0.265
9e6f9ae1867408eb,0,,0.2
55962f23589a8c70,1,2024-02-03,0.54
28e888d992ba0cb7,1,2023-10-06,0.47
21c7b45479348e02,0,,0.135
68b47e8c89426605,1,2024-02-03,0.675
abd2b77c05dd0a3d,1,2024-09-30,0.505
a1632fb7a88010bd,1,2024-09-30,0.565
67a2f30b4b1b8bc0,0,,0.485
ff4c183a4a665948,0,,0.15
33f4106789b18d79,0,,0.225
c74daf89db5aecc8,1,2024-02-03,0.31
e312064db505f4e5,0,,0.315
e4bd8a363ed73db0,1,2024-01-04,0.225
c557c2426ed6be7d,0,,0.275
bc8bf7efcee41a07,0,,0.155
78f0e562d37bafeb,0,,0.345
f44d033cea4a5aa8,0,,0.1
af8c2297aebff844,1,2023-04-09,0.445
d951c733bf4e10f6,1,2024-09-30,0.35
e1f1d2d730d5a66e,0,,0.315
c1392bcd04980bdf,1,2024-08-01,0.8
1603bf0bda8ef18c,0,,0.325
376a37b90a7a3a6e,1,2023-03-10,0.32
968b3add9376bc40,0,,0.22
628fc694eafda605,0,,0.3
a935c48dc59da325,1,2023-10-06,0.34
132be2bdebc78461,1,2022-12-21,0.26
27ff9e77ac682ed2,0,,0.295
1608aadbe3f6f383,0,,0.48
f8a88effac1701c4,0,,0.2
c92a5d0ccff33b9d,0,,0.32
a6d7fd4d24f6ac36,1,2024-09-30,0.395
97b265aff5c527d2,0,,0.295
10249f89fdbed0c3,0,,0.1
a2bee11a889122b4,0,,0.445
a6652fbb7ac7f916,1,2024-09-30,0.39
387b63564e14b4fb,0,,0.1
180113ad2c928fb6,1,2023-10-06,0.18
eb4d87c324ab0c22,0,,0.25
4c255f95814f30f4,0,,0.085
ad6ee810d90609d8,0,,0.1
6a9c3bada5ee1ece,1,2023-12-05,0.235
78e611225d9e54dc,0,,0.21
70eab5ad3cb12f6b,0,,0.11
38facf1f7dce1ecf,0,,0.26
de1bebac45eb1486,1,2023-07-08,0.375
9b8fe8ca6826d4e7,0,,0.19
4c866ac8c761aee8,0,,0.1
e27addaa241dc6e3,1,2024-07-02,0.535
7be517ee7674fcfd,0,,0.35
c0619a1649daaa7f,1,2022-03-15,0.32
959b4197ccad2228,1,2024-02-03,0.555
baa957a443469e57,0,,0.05
bd62dad811fa30d7,0,,0.05
160c9a7924c2f15a,1,2024-07-02,0.37
b8c2beff57c53d89,0,,0.17
69430118d892b7c9,0,,0.1
8c5c92a7df904d87,0,,0.19
3987061be77081cf,0,,0.43
d0a3abe74a9df5c2,1,2023-11-05,0.315
ed1db73ee84f40bb,0,,0.23
5e8611747177e508,0,,0.225
124cb41019fcb01a,1,2024-08-31,0.3
349049b3a7614103,0,,0.14
6b61836800c2adf2,0,,0.1
d9584b33e188ff45,0,,0.26
1c24ac94f7834b1b,0,,0.735
e7e83af13098ab5c,0,,0.54
c82e6489647aa610,1,2023-10-06,0.38
c5545adce384781c,0,,0.1
2b2eae9967ddf571,0,,0.325
494f2b7da6b7db77,0,,0.24
f3ece6ca5144c0b3,0,,0.085
9b84ef7a64ea22aa,0,,0.495
a4f6d0272e5e55c0,0,,0.25
b046c06be73cb087,0,,0.28
968a4aa9a7f67694,1,2023-07-08,0.385
b24d560f5fdbc3e3,0,,0.25
370baa77cbce77fc,0,,0.255
0335ab2786e9a0bd,0,,0.425
c1fa27bedf0736da,0,,0.28
2e45bf2540149731,1,2024-04-03,0.39
87ace4e6ca3ddb04,0,,0.415
477073cba55ad18d,0,,0.315
e9a1db2d01290c50,1,2024-05-03,0.375
ae7891bd1cf8c618,0,,0.31
09d692c96a53922c,0,,0.13
4fb484f473fa229e,1,2022-11-10,0.415
09a0db30e5154af3,1,2023-02-08,0.21
0b6b021a19e3c050,1,2023-08-07,0.27
0067083ffb32866b,0,,0.355
3d73110003f92101,0,,0.28
82e8492fe3a81704,1,2024-07-02,0.57
4b25ec6044d3868f,0,,0.32
2746f80f670d3bc6,0,,0.26
9f95c748ee1db740,0,,0.215
fddcb308e5f74407,0,,0.325
1014d391e50319ee,0,,0.125
f9275a90875fb78e,0,,0.225
34382bb08cb2274c,0,,0.11
30e5ab6c0286b2da,0,,0.1
c01ff957180593b7,1,2023-08-07,0.1
3a753a8dbb3597a6,1,2024-03-04,0.51
12c3f5c4cbe3029c,1,2024-07-02,0.76
cee3a4e331b4fac4,0,,0.35
30a2a10f2143eb62,1,2022-02-09,0.28
f1985522d2e86437,1,2024-08-31,0.29
5cc045622971cc5f,0,,0.255
41600b5215209f37,1,2024-02-03,0.16
ee8ab6d25fc26c18,1,2024-09-30,0.635
b509088ae8c0e01e,0,,0.23
477079bf2dd78e2f,1,2023-06-08,0.05
d0ff6acae7245cbb,0,,0.385
c7b55c3d71671f23,0,,0.285
79b27422a3ddef52,0,,0.31
b840cbd8a42297dd,1,2022-12-26,0.445
225ad958d7de4dc4,0,,0.315
4febc548549dc19a,0,,0.05
c8105dad1d4af0c1,1,2024-01-04,0.2
765973871dd818c3,0,,0.05
47732c4a602f1637,1,2023-02-08,0.34
b753a215d8b98ac6,0,,0.34
c5b924198d844fd5,1,2023-06-08,0.19
83fb24e6875ce227,1,2022-11-20,0.435
53d5baf7c4b817fe,1,2023-08-07,0.18
4ef389e4d24a79b7,0,,0.3
d8899ae9ab2ec768,1,2022-04-20,0.445
452bb188e490b7dc,0,,0.1
f930ecceff7fd49c,1,2024-02-03,0.285
4f372aec57c671af,0,,0.615
ba4719d33a436ca8,0,,0.21
9f9a3946677e2d18,1,2024-03-04,0.13
aea63f7d44dfba0d,0,,0.235
1463bcc79bdcd40b,0,,0.33
d7d0259b2c2d4e36,0,,0.56
06276634231af68b,0,,0.19
20cb048cd6e6e401,0,,0.05
2863464bbb4f4cb8,1,2024-07-02,0.255
2d4aadbf5718db4f,0,,0.255
e038ecf0c47f4bba,0,,0.15
76e8ecc3fddd87d5,0,,0.13
b24cd5ac87ce0b25,0,,0.225
42469662aa90105f,0,,0.6
fa0311f2b72ef590,0,,0.435
c51531554c106e4e,0,,0.2
3c4e0fbf662b55db,0,,0.08
ef7c308f14bcc911,0,,0.175
a6f8bd0b9e86f4cc,0,,0.75
36a10ab6ee94560c,0,,0.285
ac1c498c573630e5,0,,0.13
859400de9784a6e0,0,,0.165
455ee5b446456cb0,0,,0.645
d5498139d41b306b,0,,0.31
436bcca7795baa44,0,,0.235
cdbfc08e47cc5018,0,,0.1
df06d024d171a50b,0,,0.1
5cb4ee7f1ae1c34f,0,,0.465
3d3cd5afd264100e,0,,0.14
bc75358c58dc0b50,0,,0.2
d0bf456a89821b2e,0,,0.1
4b878d22b1489c8c,0,,0.35
7ec4d20be874d715,1,2024-09-30,0.345
e17a6387bc9ec985,0,,0.3
85c120e683c54357,1,2022-02-11,0.1
6d0687db3adf54cb,1,2024-06-02,0.72
3018e009acfadc6e,0,,0.08
dc446b2f192be47d,1,2024-08-31,0.31
25349aea8694ca2e,0,,0.31
3c79cd6e4d6ebfa1,0,,0.375
ee0b4b2bdf2da69e,0,,0.14
c0ca6ad383180067,0,,0.155
ff31da1a827ef271,1,2024-08-01,0.31
5bfb905011ae1793,0,,0.34
76318062b99d0b91,0,,0.38
7f52a061ed6f3e53,0,,0.43
cb64480ce3396854,0,,0.27
094ec59ad669a058,0,,0.385
a94e314771ea63fd,0,,0.065
1a6edb6c96b6cf08,0,,0.45
ccf3755932ac5e00,0,,0.495
916a102826cc3292,0,,0.415
db0bda0dbabf5eaf,0,,0.12
244d348eef808fe0,1,2023-07-08,0.21
fce24b61f18ee353,1,2024-09-30,0.25
5a19604cbeed7638,1,2022-10-11,0.265
3b3a82e8614eddc8,0,,0.24
d7e945c1154f3731,0,,0.34
3d4abe1fba881efe,0,,0.285
dca8c1cae3e00fad,1,2024-08-01,0.325
b2034146f9b44a9f,1,2024-07-02,0.655
eac65cf7cd13da4a,0,,0.37
44d4db692012e75c,1,2023-07-08,0.515
569784796d628bee,0,,0.2
de9dddfc70576d8e,0,,0.415
dc54d18f8c5b8e57,0,,0.225
9c88089957bc2a36,1,2024-03-04,0.8
26126b7e7e85e50d,1,2024-08-01,0.36
fce8e3c6ce15d3aa,0,,0.245
098a625793c62ee0,0,,0.1
64c51c1a14f8c684,0,,0.185
d29b1755dab3407f,0,,0.105
f7960f479f53d0d5,1,2024-07-02,0.61
0e6ad18e02d4ec18,0,,0.105
fdc33243591be734,0,,0.1
61ca2643c5729eb7,0,,0.26
9118b71714d13e14,1,2023-07-08,0.29
073bb15fe86f9260,0,,0.515
67a8cce1a65e1b2a,0,,0.145
27e71cfe8b2a43fe,0,,0.525
69edb24ef1435baf,0,,0.37
064b346c6414500f,0,,0.05
7e97d99385f16822,1,2024-09-30,0.48
fe6ca768eae33c9f,0,,0.195
8a0a53eac98ca6e5,1,2022-08-26,0.305
728ced56033da8e0,0,,0.22
06be9a1a2df73707,0,,0.055
d06f4e9143e4b8a2,0,,0.295
74ca7a665dcc2f6b,1,2023-12-05,0.525
dab2f6515d111764,0,,0.295
113968f07ef7730a,0,,0.11
ef172542ceb82859,0,,0.345
2d20070764057b58,0,,0.28
5be4c9c6a784cbd3,0,,0.31
bb6f5cd03ef58ae4,1,2024-02-03,0.41
919b987752c3b273,1,2022-12-10,0.27
066803f852dee77b,0,,0.31
d342fecba5db1d3e,1,2023-08-07,0.11
5e6953f215aad55a,0,,0.05
90250e2e9fa93ea3,0,,0.16
bdf35aac11a715e2,1,2024-06-02,0.415
5a8cedc135436892,0,,0.18
03a16361be281134,1,2024-05-03,0.505
2d99d32d4f12787a,0,,0.19
b854f3abc592341d,0,,0.05
a4bb853e8a3b80e1,1,2023-12-05,0.305
9e782c9934251ebe,1,2024-08-01,0.43
815bc87ad5cd7c48,0,,0.48
