customer_id,monthly_web_sessions,monthly_app_sessions,avg_session_duration_min,self_service_transactions
aba32a2cf4171a25,6,7,5.1,7
8310600479b451c4,10,0,2.7,2
52523eeb20952ca3,5,17,11.5,5
f0917e4bac8d8ef5,8,0,11.1,1
d6c9561d92fd0f13,10,14,10.3,2
cb9bdf4f85088c16,10,5,11.1,10
d7b577bb0c3fa025,12,13,11.9,9
d16e1d95f8c69201,5,0,13.4,2
4bee5ca54629c196,6,3,17.8,3
b53aef260b7cc3cd,17,7,9.4,6
979e29ad5cab4855,7,16,20.8,1
c538bbb01424059c,4,24,11.6,2
e1fff2dda522b794,0,15,7.5,5
1c659901e95c26c1,7,13,12.1,10
85c28e1d59de216e,1,7,19.7,2
ebaa2bf4818336c2,1,13,23.3,3
85d2d906e134b10b,10,3,4.6,0
f3353a4deab01cfc,7,0,6.7,3
4e3fbd76d0dd5cd9,5,18,11.3,4
00c640501c8e0017,7,10,22.4,6
66746220e63aa6a1,17,8,7.7,10
40346e9f8656a445,8,2,16.5,6
5b16b9336df89934,7,4,11.8,4
7152052fe4f8d0d0,14,2,19.4,3
01f7c985aeeff586,4,3,10.2,1
c0170409aa7f7457,3,22,17.4,6
b73f9e77bcd1c67b,4,13,2.7,6
f446e7115b49ba30,3,5,13.3,1
5dda9f210c61f628,10,12,17.3,3
4ec03dd509225831,3,18,11.6,8
06504526ab1e1606,11,0,1.7,1
6c0923b8f57fa3ad,7,0,18.3,1
2f554980956be0c8,10,4,3.1,4
59e101fa7bdc7465,7,2,20.6,5
9bd2ec8246b7d2e5,0,9,12.5,2
b7bf1521408f5c85,6,0,21.2,3
b1ef0aeadfe86bf0,9,9,7.1,8
c07de4f31c0738ed,5,3,27.4,2
95a070a305cece45,12,1,8.6,4
38e6f1775b43fc16,6,2,18.1,4
f1b28d78d478f26e,14,23,2.2,15
bf44e800e7b61bd0,8,1,7.9,2
3c54ff3612e88d4e,7,10,6.8,3
75317f89aa6bfce8,10,10,19.0,5
f541832bca6b931c,12,3,18.3,6
f1bc96c2fbf78c9d,8,1,16.9,2
34e08cde0e409a02,10,8,20.0,3
2d2a2d1b5c9c59ba,4,19,8.1,11
b306cc9c663a5e02,9,3,16.2,3
f8c6922ef5a8662d,15,2,7.4,5
e3e1528f4410d4cf,9,13,15.8,13
9887c9ef445c5a82,0,21,5.8,8
a999390ddbe28d6f,9,2,18.4,0
832d0183a74e5ea1,19,3,13.2,1
1c3f11f07baa53eb,5,11,16.5,4
467a82b4e3f04ec9,5,23,4.1,9
5485c54384e31caf,12,12,1.0,8
8bb7a41f6070b5ed,11,5,6.8,3
c22bcd8f26c3dec9,13,2,14.3,9
c82c1a13d3e713b8,3,10,17.3,2
2eee9c1ea255a097,15,22,6.0,5
5bc39aeadf946328,4,3,14.1,1
074c3c4329ad1676,7,8,15.2,1
88f7b20482f5c395,15,2,9.7,3
b2b35264721cbc72,10,22,7.9,4
fef9d820bee0d9a4,5,10,16.6,7
8c837d2d081e89ac,18,0,19.3,3
456194fa5e92821d,4,29,12.5,5
688f3f597d3a46c2,5,1,10.4,1
83f13158b41dd960,10,0,11.5,7
77103ff5075e8742,5,2,16.3,3
793d2d4897cab14b,9,3,18.0,4
94e7666026104260,5,5,8.2,3
c93bbba9d7650bf3,10,8,18.8,7
6604e86ac545d39e,4,25,10.0,9
81da7760b303b082,5,1,9.3,1
14f7c773e56bdee4,1,0,16.8,0
5ae90c72e7cea694,13,4,14.5,9
d9cd32c450027bc4,3,4,25.5,3
a920f7653d23958b,9,0,14.7,0
1ca2d8cf3cca0064,5,19,3.0,4
344d5b5c21644b7d,4,6,7.5,2
0b2e4e6360bf1a09,21,4,7.4,9
535255179a2c5531,14,19,19.8,7
b08769a89089ff09,7,17,13.6,1
e0bfcd6fa7ed6011,1,30,12.7,16
8298fa5f097010fd,13,1,21.6,4
2f92ae4f6159bf70,6,10,8.3,11
ff2958a527fa7dce,13,0,16.9,1
7f3947fc483703ba,12,8,6.8,4
732fa8e152ea15bf,3,6,8.7,2
f2b0c1354016d56c,5,7,11.4,3
afb5dde523dd8a73,7,0,16.0,2
850fa0ceb4bb9bcd,12,2,12.1,5
4937e1c40eb0332e,0,27,4.5,5
7dcfe4bb922daf3a,6,1,13.2,0
f0be3a1b9b8cef67,3,27,15.8,2
7d2c1f1c0b4183ff,12,1,10.5,2
d71b5b1c0f682ffc,2,0,25.4,0
925f119d8d0943a5,7,3,19.1,2
88d8f590a3080d86,7,17,12.7,5
93b0bceeaaa82ff4,11,0,13.8,0
a98d2f5fd553422e,4,8,1.1,1
094ca94af42309b4,11,3,7.8,2
5932d320b0e1b145,2,11,14.6,3
d50490af0be44956,3,19,8.7,8
772a5ab592610617,4,4,15.2,4
6a4a3d2e5c1c39e6,5,3,13.1,0
5b7c9ce29abe20f7,3,16,8.1,1
77bc597b5cce6b9d,14,4,12.5,5
1f6bc6f1536523e3,3,19,13.3,5
860c529ab29b8f6f,7,5,11.4,4
1bc15691f172cdbe,8,8,18.5,4
e93fe766220af63c,10,2,20.1,1
cc6e8bd1f71e4c96,3,4,17.1,2
4c0af380162aeccb,14,19,13.4,5
6f1794e4b2503b7f,6,1,19.7,1
40e3647de5f9ed09,4,21,5.0,4
8c7006619c926c67,11,0,17.3,6
669647c77bfcdba2,5,11,9.3,0
c4967c8f53271b2b,8,1,13.0,3
6d5b0ccdc86e0a01,3,5,12.6,1
96e81bde8b49c69a,3,13,11.9,4
cd0727d9ce4b040d,9,2,12.2,4
f64174b73ee285d7,3,28,10.2,11
f5e5e895c64ed8f8,5,0,5.7,1
14961cba003065be,1,0,16.0,0
d8cd18faa3840fad,9,3,16.0,1
d7d01fdd616158db,4,1,5.5,1
5faab897276499e4,3,11,22.1,2
f73c6958ab28284a,5,10,7.3,1
1b0a344be12554ab,13,2,11.0,4
155c0c1af3e78d0d,9,0,11.6,3
43f41b24309fcf8c,6,19,5.3,5
09976a5b4de6c985,7,11,17.3,5
b264b6aa86700b4f,17,2,7.8,6
c26ff7af38fdd9c5,6,4,16.3,3
bc39517982ee2484,6,20,2.2,3
a835175e9f75e4ba,11,3,13.1,5
946df522a2eb0e0c,9,2,15.9,1
ebc0bbd8673fe372,6,7,20.0,5
8f124b3eb9d55de3,8,11,10.6,5
ed6c15fc17dbad8b,1,6,4.2,1
3c93f3570c3051a6,9,3,6.3,0
d8f3ec808708aa50,0,14,15.6,3
8e3301266bf5ee7b,16,1,20.4,6
46d58555fa38e5b8,10,15,4.6,1
b4adf9b164648e36,7,17,14.5,7
9a534324df7df93c,16,2,5.4,9
df33d04a4566da5e,4,8,12.3,4
82f3bc8eec25fde1,5,1,10.7,1
9d358b6d95179e25,6,10,13.7,2
1cd793f07440f7de,5,2,9.3,0
e92760a191cb3eb6,8,13,13.9,3
7693f8a788125dd7,7,14,5.1,2
00547011301d3195,11,5,9.8,2
22df5963a8863287,10,2,7.0,1
15dadf1298ceef27,8,5,12.2,6
733ca52f62428fb7,6,14,13.2,9
918329b14697486a,7,0,25.0,0
5df0cdc464372199,8,14,9.5,4
1b144c7ffe2bfacd,16,3,3.1,4
79583f722c855a2a,5,1,17.0,3
5bffe6345ed761ca,0,15,14.3,4
de39881141704f8d,7,5,8.1,1
bb82b6268afe76da,8,14,1.0,15
84f2aaec2c94a98c,1,17,2.0,2
d9eb1a3e2129531c,6,5,18.9,3
4383a7adc3e2c8a4,11,5,6.1,3
2ec0f9996b459580,9,3,10.3,0
48f37f768267dde2,14,13,8.6,2
ca36d9280eaafcb9,0,21,3.8,12
011cecd42af5edd8,5,4,18.7,3
5ac7b3a6e1763969,11,2,10.7,4
361ad14c0f2f481a,5,5,9.1,1
530512acca408272,3,9,6.1,2
d30df8c2660f6eea,9,3,4.8,6
708487a56d7595b5,7,0,15.1,1
5d18fcd8ee0379df,8,0,18.0,1
87fdcc45641b86c4,5,2,15.3,4
e35bc3a10b78bf94,9,1,16.1,2
205e6877a0bb2c99,8,2,12.7,3
155ce0711f35dc5d,3,12,1.0,2
d75b9879a3c66bd6,12,6,13.4,3
4a6cb6e3c6443b2b,0,10,10.3,4
90ae422b083a0bbf,13,0,7.1,5
3da384461c4b96f6,4,5,21.1,1
7917b85669f34631,8,0,15.6,1
032ac48754d8c133,6,8,6.6,1
2bebcaecadc36f39,18,0,14.9,7
f3815ad5855c5a94,5,6,12.9,1
1348a3a334b06f8e,8,16,13.1,11
8dfa891e3d279e6d,2,23,11.7,11
af4bf6fc4211a4e0,11,18,17.9,13
681156c694995f47,6,10,9.4,11
c2336ca948b89c6f,3,20,5.5,6
a456f8a9ecb66caf,1,0,10.7,0
190b30c9827cfaec,4,7,12.6,1
4466ba1e0ce9c3e1,10,0,20.7,4
676469dd323b3f6c,1,10,16.8,7
70a4aa58fda7c499,10,0,10.8,2
8ed0f5db990ee882,3,15,11.1,0
35136766181d5e5a,9,17,4.8,2
5e3c55a6ce362827,12,14,3.2,2
c56ac8773dfb869a,5,1,15.7,1
cc00327e11b28d13,4,4,7.9,3
23e28463fae85cc0,6,0,15.2,0
ee019d3abf2cfbe0,11,16,4.8,6
f7602b2d1e543b06,13,6,5.6,2
d9fb822f2037848b,0,10,10.2,0
000472ab50c1c7fc,5,2,19.8,0
f92329c661a380ba,3,3,13.7,0
411ab7be65d1dd21,8,19,8.9,8
09541e378d33d9b2,0,32,5.4,8
aaaafbf97e543472,13,1,11.6,6
4a2fa03cc4d6e4d8,11,7,10.3,8
27bf87cde055f130,5,9,9.3,1
331171c64938fea6,6,7,17.8,4
d9305449e1b0a752,3,1,20.9,0
2b1fbdb57583edcb,3,2,7.9,1
21c75510f7e013a2,3,21,3.5,14
9721a57d560a88d1,8,1,12.7,4
7d73278cc33e8b6f,9,12,9.7,3
a78953af314cf1f1,3,10,16.0,0
94803a0d096076d5,0,23,7.0,6
005b04637a45bd01,6,3,7.9,0
c26c69c78c67bd0b,5,14,1.0,5
d2d2e0015d2ac511,8,2,13.8,1
df25bb48223a986d,7,9,18.2,3
99e5aed16bd6d697,5,1,9.2,1
f0a0d1fe2e2db04a,7,0,14.0,1
8569dc57961b313e,9,8,18.6,4
f9ffd07af9dd5ff2,4,16,9.2,9
9e6f9ae1867408eb,7,14,1.0,8
55962f23589a8c70,5,4,19.8,1
28e888d992ba0cb7,7,0,20.7,2
21c7b45479348e02,8,13,10.6,7
68b47e8c89426605,9,20,15.4,4
abd2b77c05dd0a3d,3,0,19.1,0
a1632fb7a88010bd,7,10,9.1,5
67a2f30b4b1b8bc0,3,4,17.1,3
ff4c183a4a665948,22,11,13.6,8
33f4106789b18d79,4,2,12.5,0
c74daf89db5aecc8,3,8,10.4,5
e312064db505f4e5,11,4,18.6,7
e4bd8a363ed73db0,18,5,10.1,10
c557c2426ed6be7d,3,0,14.1,0
bc8bf7efcee41a07,3,4,14.9,1
78f0e562d37bafeb,5,15,12.5,4
f44d033cea4a5aa8,2,6,13.8,4
af8c2297aebff844,7,4,4.9,4
d951c733bf4e10f6,8,2,5.9,4
e1f1d2d730d5a66e,5,18,5.4,15
c1392bcd04980bdf,9,9,17.0,6
1603bf0bda8ef18c,18,2,14.2,10
376a37b90a7a3a6e,6,0,13.3,0
968b3add9376bc40,9,17,3.9,3
628fc694eafda605,9,11,10.6,2
a935c48dc59da325,6,9,15.1,3
132be2bdebc78461,9,5,12.1,7
27ff9e77ac682ed2,10,6,8.7,3
1608aadbe3f6f383,7,17,10.8,5
f8a88effac1701c4,20,1,13.6,5
c92a5d0ccff33b9d,4,15,7.0,12
a6d7fd4d24f6ac36,5,2,12.3,2
97b265aff5c527d2,9,2,7.6,3
10249f89fdbed0c3,3,22,6.2,6
a2bee11a889122b4,4,1,20.6,0
a6652fbb7ac7f916,2,2,17.5,0
387b63564e14b4fb,3,1,15.3,1
180113ad2c928fb6,9,21,5.9,8
eb4d87c324ab0c22,11,9,12.9,3
4c255f95814f30f4,5,12,6.8,6
ad6ee810d90609d8,12,7,14.1,5
6a9c3bada5ee1ece,8,8,14.4,5
78e611225d9e54dc,10,6,4.1,7
70eab5ad3cb12f6b,6,16,1.2,7
38facf1f7dce1ecf,5,4,13.2,1
de1bebac45eb1486,6,2,15.6,0
9b8fe8ca6826d4e7,5,7,15.2,5
4c866ac8c761aee8,14,5,12.5,10
e27addaa241dc6e3,3,9,2.0,3
7be517ee7674fcfd,6,5,13.4,4
c0619a1649daaa7f,15,0,12.6,3
959b4197ccad2228,9,4,8.3,4
baa957a443469e57,0,20,10.9,8
bd62dad811fa30d7,8,10,9.5,5
160c9a7924c2f15a,7,8,14.1,3
b8c2beff57c53d89,7,1,22.0,4
69430118d892b7c9,10,7,3.1,6
8c5c92a7df904d87,9,2,13.3,0
3987061be77081cf,5,5,10.6,7
d0a3abe74a9df5c2,7,0,5.1,2
ed1db73ee84f40bb,6,3,1.5,3
5e8611747177e508,4,3,19.4,1
124cb41019fcb01a,9,0,2.4,0
349049b3a7614103,2,2,8.0,3
6b61836800c2adf2,6,2,15.2,3
d9584b33e188ff45,4,1,14.1,2
1c24ac94f7834b1b,4,1,7.7,1
e7e83af13098ab5c,2,15,13.2,7
c82e6489647aa610,7,11,14.8,5
c5545adce384781c,0,15,11.7,4
2b2eae9967ddf571,14,5,15.0,2
494f2b7da6b7db77,11,3,11.6,7
f3ece6ca5144c0b3,10,1,12.7,2
9b84ef7a64ea22aa,4,14,2.8,5
a4f6d0272e5e55c0,6,1,16.9,2
b046c06be73cb087,12,5,16.8,6
968a4aa9a7f67694,4,15,1.0,4
b24d560f5fdbc3e3,13,5,15.5,2
370baa77cbce77fc,0,10,6.4,2
0335ab2786e9a0bd,9,11,20.5,11
c1fa27bedf0736da,3,1,19.2,0
2e45bf2540149731,10,4,11.0,6
87ace4e6ca3ddb04,5,1,15.3,3
477073cba55ad18d,8,3,16.2,2
e9a1db2d01290c50,12,1,16.4,7
ae7891bd1cf8c618,7,13,14.3,4
09d692c96a53922c,10,2,17.9,1
4fb484f473fa229e,2,27,13.5,9
09a0db30e5154af3,4,2,12.8,0
0b6b021a19e3c050,13,15,6.3,6
0067083ffb32866b,7,4,9.2,6
3d73110003f92101,5,1,14.9,0
82e8492fe3a81704,9,2,18.9,2
4b25ec6044d3868f,0,23,13.7,6
2746f80f670d3bc6,12,2,12.0,5
9f95c748ee1db740,4,21,2.9,1
fddcb308e5f74407,13,6,13.1,7
1014d391e50319ee,7,7,16.6,2
f9275a90875fb78e,4,4,15.5,2
34382bb08cb2274c,8,3,19.6,2
30e5ab6c0286b2da,1,15,4.6,7
c01ff957180593b7,5,12,10.7,4
3a753a8dbb3597a6,0,24,11.3,10
12c3f5c4cbe3029c,6,18,10.5,8
cee3a4e331b4fac4,6,3,20.3,0
30a2a10f2143eb62,9,1,13.2,0
f1985522d2e86437,14,1,17.9,6
5cc045622971cc5f,15,5,12.7,9
41600b5215209f37,12,0,8.4,5
ee8ab6d25fc26c18,11,3,13.3,3
b509088ae8c0e01e,3,2,9.8,1
477079bf2dd78e2f,7,9,20.0,6
d0ff6acae7245cbb,13,6,8.4,7
c7b55c3d71671f23,9,13,3.4,5
79b27422a3ddef52,7,6,14.7,6
b840cbd8a42297dd,5,19,1.0,8
225ad958d7de4dc4,5,1,23.7,2
4febc548549dc19a,6,11,12.0,1
c8105dad1d4af0c1,5,1,17.7,3
765973871dd818c3,3,12,14.8,2
47732c4a602f1637,5,10,16.2,4
b753a215d8b98ac6,4,13,5.4,6
c5b924198d844fd5,10,4,3.4,5
83fb24e6875ce227,7,5,10.7,4
53d5baf7c4b817fe,6,0,15.2,2
4ef389e4d24a79b7,5,4,3.3,3
d8899ae9ab2ec768,4,0,15.5,1
452bb188e490b7dc,0,17,14.2,14
f930ecceff7fd49c,7,8,6.3,4
4f372aec57c671af,5,3,20.0,0
ba4719d33a436ca8,10,20,1.0,11
9f9a3946677e2d18,6,1,22.6,1
aea63f7d44dfba0d,7,5,14.5,4
1463bcc79bdcd40b,14,5,17.3,4
d7d0259b2c2d4e36,5,26,8.6,5
06276634231af68b,14,3,7.7,4
20cb048cd6e6e401,20,6,3.3,11
2863464bbb4f4cb8,7,4,15.6,1
2d4aadbf5718db4f,3,0,10.4,0
e038ecf0c47f4bba,20,2,13.3,3
76e8ecc3fddd87d5,9,5,15.9,2
b24cd5ac87ce0b25,5,5,12.7,1
42469662aa90105f,6,12,17.0,5
fa0311f2b72ef590,14,0,9.0,3
c51531554c106e4e,15,11,11.2,6
3c4e0fbf662b55db,5,7,6.1,4
ef7c308f14bcc911,9,12,7.4,7
a6f8bd0b9e86f4cc,7,12,9.0,8
36a10ab6ee94560c,1,7,13.6,3
ac1c498c573630e5,10,3,10.6,1
859400de9784a6e0,6,0,13.5,1
455ee5b446456cb0,6,7,15.0,5
d5498139d41b306b,4,3,14.0,1
436bcca7795baa44,5,6,19.7,2
cdbfc08e47cc5018,4,9,6.6,3
df06d024d171a50b,2,11,16.1,4
5cb4ee7f1ae1c34f,8,2,12.4,3
3d3cd5afd264100e,8,6,17.4,2
bc75358c58dc0b50,7,0,19.0,3
d0bf456a89821b2e,6,0,14.8,2
4b878d22b1489c8c,13,1,3.8,2
7ec4d20be874d715,11,16,4.2,6
e17a6387bc9ec985,9,8,2.0,2
85c120e683c54357,3,8,5.9,2
6d0687db3adf54cb,4,9,7.0,6
3018e009acfadc6e,1,13,7.5,1
dc446b2f192be47d,4,10,7.5,3
25349aea8694ca2e,5,20,10.9,6
3c79cd6e4d6ebfa1,0,23,8.6,9
ee0b4b2bdf2da69e,10,6,5.3,11
c0ca6ad383180067,9,4,19.1,4
ff31da1a827ef271,19,0,10.1,7
5bfb905011ae1793,12,2,17.6,6
76318062b99d0b91,4,7,18.7,1
7f52a061ed6f3e53,4,4,13.5,0
cb64480ce3396854,9,1,12.6,1
094ec59ad669a058,1,11,6.2,5
a94e314771ea63fd,9,10,6.8,6
1a6edb6c96b6cf08,16,5,8.1,8
ccf3755932ac5e00,5,7,15.8,3
916a102826cc3292,0,27,11.4,11
db0bda0dbabf5eaf,5,3,16.6,3
244d348eef808fe0,6,24,11.4,14
fce24b61f18ee353,4,1,10.3,0
5a19604cbeed7638,1,9,17.8,0
3b3a82e8614eddc8,2,13,13.6,3
d7e945c1154f3731,4,16,17.4,1
3d4abe1fba881efe,9,14,5.2,3
dca8c1cae3e00fad,2,7,18.7,1
b2034146f9b44a9f,12,1,14.6,4
eac65cf7cd13da4a,5,7,11.5,3
44d4db692012e75c,7,1,11.6,1
569784796d628bee,9,2,15.8,0
de9dddfc70576d8e,7,3,8.2,1
dc54d18f8c5b8e57,5,7,11.4,2
9c88089957bc2a36,9,1,11.3,1
26126b7e7e85e50d,6,12,15.4,7
fce8e3c6ce15d3aa,12,3,9.5,1
098a625793c62ee0,6,7,12.6,3
64c51c1a14f8c684,7,4,11.7,3
