customer_id,age,gender,city,annual_income,tenure_months,join_date,plan_type,monthly_data_gb,monthly_minutes,ott_usage_hours,arpu,data_allowance_gb,minutes_allowance,satisfaction_score,num_complaints_12m,support_tickets_12m,payment_score,late_payments_12m,campaigns_exposed,total_impressions,total_clicks,total_conversions,primary_channel,monthly_web_sessions,monthly_app_sessions,avg_session_duration_min,self_service_transactions,churned,churn_date,churn_probability
7f9c3a9037162771,45,Female,New York,73835,4,2024-06-02,Unlimited,824.26,3397,0.1,104.85,999,9999,7.7,1,5,300,0,8,70,5,1,Search_Ads,5,5,13.1,1,1,2024-07-02,0.415
5b61b78147c0681b,46,Male,New York,54190,19,2023-03-10,Premium,39.62,1890,14.4,76.14,50,2000,9.0,0,4,300,0,6,43,1,0,Search_Ads,17,0,7.6,4,0,,0.15
f2879f9094bece2c,44,Male,New York,65733,16,2023-06-08,Standard,9.94,390,7.7,66.62,10,1000,9.1,1,1,300,0,8,66,1,0,Online_Display,11,3,12.9,2,0,,0.245
bd5330f183223d44,53,Female,Houston,77025,20,2023-02-08,Premium,65.14,536,0.7,231.5,50,2000,8.2,0,4,300,0,3,31,0,0,Referral_Program,6,1,14.4,2,0,,0.2
9a26cf3566b3ef4c,76,Male,Houston,78604,60,2019-10-27,Basic,0.7,437,6.5,36.14,2,500,8.0,0,1,300,0,8,62,1,1,Social_Media,10,1,15.5,5,0,,0.2
2275584f1ac87bcb,46,Female,Chicago,71288,20,2023-02-08,Unlimited,599.52,3135,10.3,98.27,999,9999,10.0,0,2,300,0,8,66,1,0,SMS_Offer,9,3,15.8,2,0,,0.05
3bfacafe11844e97,51,Male,New York,56605,24,2022-10-11,Unlimited,354.04,1989,2.7,100.71,999,9999,10.0,1,2,300,0,2,5,0,0,SMS_Offer,4,3,23.6,1,0,,0.15
140f57b8b687ee67,41,Male,San Diego,58947,33,2022-01-14,Basic,1.33,312,4.2,25.0,2,500,10.0,0,1,300,0,8,63,0,0,Direct_Mail,7,5,19.9,4,0,,0.22
7b139bd1d3654683,40,Other,San Jose,82187,46,2020-12-20,Unlimited,549.3,5693,49.3,97.93,999,9999,10.0,0,2,300,0,2,19,0,0,Online_Display,22,2,9.7,1,0,,0.05
85c01c2d7a9e18d1,27,Male,Chicago,31071,11,2023-11-05,Standard,4.95,240,9.7,56.96,10,1000,8.9,0,2,300,0,8,64,1,0,Online_Display,5,9,9.3,6,0,,0.235
48973778cf10fc15,24,Male,New York,72337,9,2024-01-04,Standard,13.66,252,9.3,81.62,10,1000,5.5,2,4,300,0,5,47,4,1,Search_Ads,13,17,13.9,9,0,,0.615
9007e3dd3e1e9a63,48,Female,New York,56000,13,2023-09-06,Standard,8.39,398,10.5,51.85,10,1000,7.8,0,1,300,0,4,36,1,0,Email_Promotion,12,8,12.9,3,0,,0.21
5b2ab5cf82af681a,49,Female,Houston,112590,29,2022-05-14,Premium,76.63,1260,1.0,357.33,50,2000,10.0,1,3,300,0,7,57,1,0,Search_Ads,7,7,12.6,5,0,,0.21
c18ca776d96260d8,43,Male,Phoenix,41665,9,2024-01-04,Basic,2.38,379,36.8,28.84,2,500,7.8,0,2,300,0,5,52,1,0,Social_Media,8,0,15.3,2,1,2024-02-03,0.41
8873eafce12cbae2,18,Female,New York,45967,1,2024-08-31,Standard,15.48,309,8.4,99.82,10,1000,6.4,2,3,300,0,8,51,3,0,Online_Display,5,18,18.6,4,1,2024-09-30,0.64
42060259d81626b0,28,Female,Philadelphia,34626,5,2024-05-03,Basic,1.83,221,22.8,25.0,2,500,8.0,1,3,300,0,8,78,3,0,Email_Promotion,2,31,2.6,11,1,2024-06-02,0.57
840ee4fcb448aeaa,60,Male,Los Angeles,73597,28,2022-06-13,Standard,3.84,681,19.6,58.17,10,1000,6.8,2,4,300,0,7,31,1,0,Direct_Mail,8,1,4.6,0,0,,0.46
85ef579108b681d4,18,Female,New York,42635,13,2023-09-06,Standard,4.52,467,1.9,55.89,10,1000,7.5,1,4,300,0,7,54,1,0,TV_Commercial,8,16,14.8,2,1,2023-10-06,0.325
a22d3779bff97a6e,68,Male,Dallas,59838,14,2023-08-07,Unlimited,916.05,2793,6.3,95.0,999,9999,7.7,1,1,300,0,3,34,2,1,Online_Display,4,4,15.9,3,1,2023-09-06,0.265
988cb6000cbe03cd,44,Female,Houston,59468,13,2023-09-06,Premium,51.86,629,24.6,93.58,50,2000,9.6,0,1,300,0,7,69,2,0,Email_Promotion,7,5,16.4,3,0,,0.07
58a31580d5b844ef,19,Male,Philadelphia,24713,1,2024-08-31,Basic,1.34,185,9.0,30.31,2,500,10.0,0,2,300,0,4,25,0,0,Direct_Mail,12,14,2.0,1,1,2024-09-30,0.25
3eae138560a50297,37,Other,New York,46982,1,2024-08-31,Basic,2.52,277,5.7,30.21,2,500,6.3,0,2,300,0,4,16,0,0,SMS_Offer,7,11,11.3,4,1,2024-09-30,0.495
ed9d87f833a21622,18,Male,Los Angeles,20000,12,2023-10-06,Basic,1.81,391,6.8,25.42,2,500,6.0,2,4,300,1,8,60,3,0,SMS_Offer,9,16,7.5,2,0,,0.67
a838050b36c551af,42,Female,Phoenix,57512,22,2022-12-10,Premium,40.42,446,6.2,95.69,50,2000,7.5,1,2,300,0,6,29,1,0,Social_Media,10,0,19.5,7,0,,0.275
1fd35a5a20a4839d,38,Female,Dallas,46913,20,2023-02-08,Basic,1.13,225,16.2,33.0,2,500,10.0,0,2,300,0,5,45,2,0,Email_Promotion,10,8,1.0,3,0,,0.1
29e072ba2c755ec1,26,Female,San Antonio,35517,23,2022-11-10,Basic,3.65,266,14.5,51.5,2,500,8.3,0,4,300,0,6,48,0,0,Social_Media,7,18,10.6,4,0,,0.245
1b8624a6c7d05fe3,24,Male,New York,56770,11,2023-11-05,Basic,4.19,184,25.5,67.03,2,500,9.1,0,3,300,0,5,38,3,1,Search_Ads,4,11,3.1,1,0,,0.285
4b170a397045249a,34,Male,San Antonio,41322,1,2024-08-31,Standard,8.83,338,13.7,51.06,10,1000,7.9,1,6,300,0,4,30,1,0,Direct_Mail,2,11,20.6,3,0,,0.455
d4b1696dc5e1e73e,41,Female,Los Angeles,27184,60,2019-10-27,Unlimited,730.96,6997,18.8,95.0,999,9999,9.4,0,1,300,0,4,41,2,0,Referral_Program,6,3,12.4,2,0,,0.08
5a506a5135d297e5,54,Male,New York,88717,33,2022-01-14,Standard,3.12,44,3.5,62.56,10,1000,8.3,0,1,300,0,6,35,1,0,Social_Media,5,2,18.1,2,0,,0.185
7b5f8066095b9e86,41,Male,Philadelphia,52667,10,2023-12-05,Premium,29.42,914,9.0,77.53,50,2000,8.8,1,3,300,0,8,60,1,0,SMS_Offer,10,4,14.6,2,0,,0.34
215016c0ab4881c3,18,Female,Philadelphia,37218,6,2024-04-03,Standard,6.28,730,25.5,45.0,10,1000,6.9,1,2,300,0,8,63,1,0,Referral_Program,7,16,11.0,7,0,,0.435
eadf83c82aa9344d,42,Female,Los Angeles,75796,54,2020-04-24,Standard,5.13,648,14.5,66.73,10,1000,9.4,0,4,300,0,4,23,1,0,Direct_Mail,15,0,21.0,9,0,,0.13
921616de58b647ae,47,Female,Chicago,56465,16,2023-06-08,Unlimited,590.36,5660,7.4,95.0,999,9999,9.4,0,1,300,0,6,39,0,0,SMS_Offer,10,0,6.9,2,0,,0.08
336f0716a72da425,18,Male,Phoenix,22133,33,2022-01-14,Premium,24.19,1492,49.4,85.75,50,2000,7.8,1,3,300,0,8,64,1,0,Email_Promotion,3,14,11.6,2,0,,0.26
084b8cd578b01f29,31,Female,Los Angeles,48321,52,2020-06-23,Standard,14.44,290,9.9,93.2,10,1000,10.0,0,6,300,0,8,59,1,0,Social_Media,7,13,1.0,8,0,,0.11
a1d8dcc5bae74561,55,Female,San Antonio,60336,13,2023-09-06,Premium,36.19,997,5.0,88.09,50,2000,7.8,0,1,300,0,6,53,2,0,TV_Commercial,9,0,20.1,5,0,,0.16
8aac151eac01acb4,34,Male,San Jose,64793,11,2023-11-05,Standard,14.77,613,0.9,100.13,10,1000,8.3,2,4,300,0,8,84,4,0,TV_Commercial,9,11,11.3,12,1,2023-12-05,0.475
eb9cd6e41d8acaba,31,Female,Chicago,40918,13,2023-09-06,Standard,15.13,843,52.4,104.08,10,1000,9.4,1,2,300,0,6,56,3,1,Email_Promotion,9,7,11.4,4,0,,0.24
58104766c363a8e5,31,Male,Los Angeles,20000,20,2023-02-08,Standard,4.12,681,54.6,55.29,10,1000,8.2,0,3,300,0,6,57,3,0,Online_Display,2,4,9.4,0,0,,0.19
5dc251b0ea3dd5a8,51,Female,Phoenix,61218,6,2024-04-03,Premium,12.48,352,4.0,78.28,50,2000,8.7,2,4,300,0,7,55,1,1,Social_Media,6,2,6.1,1,1,2024-05-03,0.445
d4867d3e35a84e10,20,Female,New York,24619,60,2019-10-27,Basic,3.54,108,9.3,53.97,2,500,9.1,0,2,300,0,7,68,2,0,Email_Promotion,9,25,7.9,5,0,,0.205
738ee2d2dec7c70f,42,Male,New York,71549,60,2019-10-27,Basic,1.76,138,1.8,45.39,2,500,10.0,0,2,300,0,6,54,0,0,SMS_Offer,10,3,19.8,5,0,,0.1
726511f52718404f,54,Male,New York,55646,5,2024-05-03,Premium,50.94,1467,0.8,90.61,50,2000,6.6,1,2,300,0,8,69,2,0,Direct_Mail,5,1,11.7,1,1,2024-06-02,0.47
5c8fd46b6c360bb2,63,Female,Dallas,55474,1,2024-08-31,Standard,5.79,537,20.8,45.0,10,1000,8.7,1,3,300,0,6,55,2,0,Referral_Program,5,1,16.0,2,0,,0.415
a27fcb27bc157766,74,Male,New York,81478,14,2023-08-07,Standard,3.15,447,3.2,49.33,10,1000,8.3,1,5,300,0,4,19,0,0,Email_Promotion,9,2,16.5,5,0,,0.285
1f3770c34d2c300a,30,Male,New York,34415,14,2023-08-07,Basic,0.78,146,5.0,25.0,2,500,8.5,1,3,300,0,8,51,3,0,Direct_Mail,3,13,7.0,2,1,2023-09-06,0.395
7ad65835abec24b3,18,Female,Phoenix,33665,4,2024-06-02,Premium,65.71,1075,2.4,249.42,50,2000,5.9,2,2,300,0,8,72,0,0,Referral_Program,6,16,9.4,6,0,,0.665
48c83a848a5de322,67,Female,New York,56218,50,2020-08-22,Premium,16.89,221,8.7,84.48,50,2000,8.5,0,0,300,0,4,21,1,0,Referral_Program,6,1,13.6,1,0,,0.125
7533c2717e4bf256,59,Other,New York,72491,21,2023-01-09,Standard,10.76,623,2.3,55.16,10,1000,10.0,0,0,300,0,4,42,1,0,SMS_Offer,4,0,3.0,1,0,,0.1
8aa93f0ec5e69819,59,Female,New York,74327,1,2024-08-31,Standard,4.71,788,6.0,45.47,10,1000,8.3,0,1,300,0,6,42,0,0,SMS_Offer,7,3,30.4,3,1,2024-09-30,0.335
9d4efdb7a6e75f15,40,Female,San Antonio,42090,60,2019-10-27,Premium,57.72,1606,1.6,162.27,50,2000,8.3,0,1,300,0,7,44,0,0,TV_Commercial,4,5,10.2,0,1,2023-09-16,0.135
7a4b14c4a2a6bc52,44,Female,Philadelphia,66059,11,2023-11-05,Unlimited,930.24,4939,15.8,95.0,999,9999,6.2,3,5,300,0,8,61,2,0,SMS_Offer,9,3,10.2,2,0,,0.62
02625270a6093702,32,Male,New York,38367,50,2020-08-22,Basic,1.5,251,7.8,25.0,2,500,10.0,0,2,300,0,8,62,2,0,Social_Media,5,16,8.3,6,0,,0.22
9c27c7556f68be95,18,Female,New York,33768,40,2021-06-18,Basic,3.78,244,16.6,60.92,2,500,7.6,1,1,300,0,6,38,1,0,Social_Media,9,13,9.4,4,0,,0.38
18c8c9fb8581d34b,57,Male,New York,82798,1,2024-08-31,Standard,3.93,424,8.5,45.0,10,1000,8.9,0,1,300,0,8,65,1,0,Direct_Mail,7,0,18.1,1,0,,0.305
834e94844579b04a,64,Male,New York,103957,1,2024-08-31,Standard,3.3,540,0.4,49.88,10,1000,6.6,0,1,300,0,4,26,1,0,SMS_Offer,7,0,25.4,2,1,2024-09-30,0.42
950b13eddac5a469,66,Female,New York,113762,31,2022-03-15,Premium,25.42,670,5.1,80.7,50,2000,8.4,0,1,300,0,5,34,0,0,Email_Promotion,5,2,18.5,1,0,,0.13
969deefef9468465,54,Male,Chicago,62970,28,2022-06-13,Premium,59.52,1545,4.5,173.79,50,2000,8.2,1,4,300,0,4,29,0,0,Email_Promotion,6,1,12.2,3,0,,0.24
aadb9172950e9841,18,Male,San Jose,40833,16,2023-06-08,Standard,24.66,850,40.4,191.56,10,1000,8.5,0,2,300,0,8,58,2,0,Referral_Program,10,14,12.1,2,0,,0.185
ac54394ee7c2a5e7,47,Male,Chicago,35888,14,2023-08-07,Standard,3.37,681,1.0,56.53,10,1000,8.0,1,2,300,0,8,82,0,0,TV_Commercial,8,4,10.2,4,0,,0.3
f7839006ad213dc0,66,Male,Phoenix,53395,12,2023-10-06,Standard,10.05,856,4.8,51.92,10,1000,9.8,1,3,300,0,2,21,0,0,SMS_Offer,11,4,20.2,6,1,2023-11-05,0.21
31beb38d91f80f79,72,Male,New York,88932,1,2024-08-31,Premium,55.14,1413,3.5,133.37,50,2000,7.7,1,3,300,0,8,78,3,0,Referral_Program,10,0,17.9,4,1,2024-09-30,0.415
c3bed7fd4a63db02,22,Male,Chicago,20000,18,2023-04-09,Basic,3.12,387,1.5,38.64,2,500,10.0,0,1,300,0,8,77,4,0,Email_Promotion,0,33,11.6,15,0,,0.16
66ed13448f78057b,33,Female,Phoenix,22830,1,2024-08-31,Basic,2.35,187,3.5,28.48,2,500,6.1,0,1,300,0,8,49,2,0,Online_Display,5,11,18.3,1,1,2024-09-30,0.565
3a2bb5828084c106,31,Female,Dallas,43609,1,2024-08-31,Basic,1.43,232,1.0,25.0,2,500,8.7,0,2,300,0,8,49,4,1,Search_Ads,7,6,13.4,4,0,,0.435
594fb571aec6ef86,42,Female,New York,70114,34,2021-12-15,Premium,19.83,1884,8.7,80.83,50,2000,10.0,0,3,300,0,7,59,2,0,Email_Promotion,16,2,15.4,3,0,,0.05
0fb224a91de7fb5b,66,Male,New York,84063,29,2022-05-14,Standard,5.65,554,2.0,49.62,10,1000,9.3,0,1,300,0,4,32,0,0,Online_Display,3,4,18.9,2,0,,0.135
06b5270c3238362f,49,Male,San Diego,74250,10,2023-12-05,Standard,9.63,548,3.1,46.63,10,1000,9.3,0,3,300,0,8,66,2,0,Search_Ads,8,5,14.0,3,0,,0.215
6889d7dfc9be00ff,29,Male,New York,32801,9,2024-01-04,Basic,2.49,281,25.6,52.16,2,500,6.8,1,4,300,0,8,52,2,1,Direct_Mail,3,21,13.2,5,0,,0.5
d29ed61b989575ca,30,Female,Houston,34338,27,2022-07-13,Premium,17.29,1485,25.7,95.41,50,2000,9.1,0,2,300,0,8,60,2,0,Search_Ads,1,7,9.7,2,0,,0.095
c021dd83812c4e8f,37,Female,Philadelphia,81682,19,2023-03-10,Standard,3.38,439,18.5,46.84,10,1000,8.9,0,3,300,0,6,59,2,0,TV_Commercial,13,9,13.2,1,0,,0.155
7f637a28dc6a35a8,36,Male,Houston,34373,20,2023-02-08,Standard,9.34,648,15.0,59.52,10,1000,10.0,0,5,300,0,2,7,0,0,SMS_Offer,0,14,13.8,2,0,,0.1
ef0eccf4ee8e4eee,49,Male,New York,67452,10,2023-12-05,Unlimited,438.52,6981,17.6,95.0,999,9999,6.3,0,1,300,0,8,66,3,1,Email_Promotion,10,3,3.0,2,1,2024-01-04,0.315
00c8eb602ca07505,36,Male,New York,49657,54,2020-04-24,Basic,1.07,350,18.1,34.45,2,500,10.0,0,3,300,0,2,20,1,0,Online_Display,7,12,18.2,4,0,,0.1
8ba400400af6e98a,53,Male,San Jose,84249,16,2023-06-08,Standard,10.65,577,12.0,60.31,10,1000,7.4,3,4,300,0,8,66,0,0,Email_Promotion,5,3,12.8,2,1,2023-07-08,0.53
0abbf32476d1ec0d,46,Male,San Antonio,71232,5,2024-05-03,Basic,1.39,414,12.9,35.56,2,500,8.2,0,0,300,0,7,62,0,0,Online_Display,17,1,8.7,2,0,,0.34
0c9e19be66462560,18,Male,Houston,30721,8,2024-02-03,Basic,4.4,347,32.5,77.32,2,500,9.2,0,3,300,0,5,53,1,0,Social_Media,3,26,9.5,8,0,,0.28
4d404680cb3102f4,53,Male,Houston,58161,11,2023-11-05,Standard,3.43,600,2.6,64.24,10,1000,3.3,3,7,300,1,6,45,1,0,Online_Display,4,2,12.8,4,1,2023-12-05,0.8
4ee9037dc4fa8870,71,Male,Phoenix,97051,2,2024-08-01,Standard,5.45,586,5.3,47.34,10,1000,7.8,1,5,300,0,6,68,3,0,SMS_Offer,4,8,9.4,2,1,2024-08-31,0.46
e7d1a1038365425f,58,Female,Los Angeles,88289,12,2023-10-06,Standard,7.83,220,7.8,51.77,10,1000,6.7,1,2,300,0,2,18,0,0,Social_Media,4,3,13.9,2,0,,0.365
4eaedb4cac20817a,48,Male,Dallas,63657,60,2019-10-27,Standard,4.24,499,1.6,55.87,10,1000,9.2,1,1,300,0,3,30,0,0,Email_Promotion,13,4,27.5,3,0,,0.24
f430ce0ff745ad72,52,Female,New York,70670,36,2021-10-16,Standard,5.76,298,4.3,45.0,10,1000,10.0,0,0,300,0,7,62,0,0,SMS_Offer,5,2,16.7,2,0,,0.1
bbce839de493d26e,49,Male,New York,80512,24,2022-10-11,Premium,71.15,659,18.8,295.64,50,2000,7.4,0,4,300,0,2,25,0,0,TV_Commercial,10,0,20.4,3,0,,0.24
bd5c35142706d5a9,54,Female,Los Angeles,39829,30,2022-04-14,Standard,8.21,592,9.3,57.31,10,1000,9.2,0,2,300,0,5,49,2,0,Social_Media,2,3,20.9,0,0,,0.14
3f7b30a293f75aa6,18,Female,Chicago,27200,6,2024-04-03,Basic,1.4,286,2.1,25.1,2,500,9.3,1,1,300,0,8,55,3,0,SMS_Offer,9,18,8.4,3,1,2024-05-03,0.435
f45fbbb952151b69,52,Male,New York,28737,18,2023-04-09,Unlimited,845.32,7525,3.7,108.42,999,9999,7.9,1,2,300,0,4,47,1,0,Social_Media,2,0,14.1,0,0,,0.255
7c9aca82f2f2d9d3,44,Male,New York,77134,37,2021-09-16,Basic,1.21,309,11.2,32.81,2,500,7.0,0,1,300,0,4,31,2,0,TV_Commercial,8,3,8.9,2,0,,0.25
966ed9640d83281d,67,Female,San Jose,96201,33,2022-01-14,Unlimited,284.66,7291,12.4,101.14,999,9999,10.0,0,0,300,0,7,53,2,1,Referral_Program,7,3,17.6,4,0,,0.05
41b92410cb27bdc0,36,Female,Chicago,41822,33,2022-01-14,Standard,6.71,200,6.3,53.53,10,1000,9.9,0,3,300,0,6,59,1,1,Direct_Mail,6,8,13.1,2,0,,0.105
05dd179b1b785652,37,Female,New York,39674,6,2024-04-03,Standard,9.29,445,8.5,45.0,10,1000,9.1,0,3,300,0,5,27,2,0,Email_Promotion,8,8,11.4,5,1,2024-05-03,0.225
1e8b0a3ad986fe62,61,Female,Houston,94389,42,2021-04-19,Basic,1.33,274,25.7,25.0,2,500,7.2,0,6,300,0,2,24,0,0,TV_Commercial,3,3,16.2,1,1,2022-03-04,0.36
06fd3451f76566c1,51,Male,Houston,55566,16,2023-06-08,Unlimited,980.5,3677,18.5,96.19,999,9999,7.2,1,4,300,0,5,42,0,0,Search_Ads,3,0,21.7,0,0,,0.29
922d0dec1f048950,55,Female,New York,59217,60,2019-10-27,Standard,3.99,430,0.1,45.0,10,1000,9.7,1,4,300,0,8,61,4,0,SMS_Offer,3,2,20.9,3,0,,0.215
40782170a4ceef91,30,Female,Houston,46672,13,2023-09-06,Standard,3.84,440,6.8,45.0,10,1000,7.5,1,2,300,0,8,66,4,1,TV_Commercial,4,11,10.2,4,0,,0.325
beba99b50a0cdb18,32,Male,San Antonio,30392,9,2024-01-04,Premium,41.35,831,5.8,82.83,50,2000,9.7,0,4,300,0,8,58,2,0,Social_Media,5,9,10.2,1,0,,0.145
e3b85f403916098b,80,Male,New York,113697,9,2024-01-04,Basic,0.57,492,3.4,25.0,2,500,8.3,0,1,300,0,3,19,0,0,SMS_Offer,8,3,19.1,3,0,,0.385
6091e4c7ad0254be,49,Male,Los Angeles,89499,47,2020-11-20,Premium,41.65,390,37.3,83.33,50,2000,8.7,0,0,300,0,6,60,1,0,SMS_Offer,10,7,15.8,7,0,,0.115
93b707ba610d675c,22,Female,Los Angeles,20000,6,2024-04-03,Standard,10.18,250,17.1,46.8,10,1000,7.0,3,4,300,0,8,76,2,0,Social_Media,1,24,4.6,2,1,2024-05-03,0.63
9c0f03c4c5272490,39,Female,New York,66942,1,2024-08-31,Standard,4.93,769,14.2,46.19,10,1000,6.8,0,2,300,0,4,34,0,0,Online_Display,6,10,8.5,2,0,,0.41
a3e098fbbecf29fb,31,Male,New York,70184,17,2023-05-09,Standard,3.3,588,67.3,47.91,10,1000,7.6,1,3,300,0,6,42,2,1,Email_Promotion,9,8,12.1,3,0,,0.32
